Town,Year,Call Reason,Action,Count
Leverett,2022,ALARM BURGLAR OR HOLDUP,Investigated,3
Leverett,2022,ALARM BURGLAR OR HOLDUP,Services Rendered,2
Leverett,2022,ALARM BURGLAR OR HOLDUP,TRANSFERRED TO STATE POLICE,5
Leverett,2022,EMS ALARM - LIFELINE ACTIVATED,Call Cancelled,2
Leverett,2022,EMS ALARM - LIFELINE ACTIVATED,COOLEY DICKINSON HOSPITAL,1
Leverett,2022,EMS ALARM - LIFELINE ACTIVATED,FRANKLIN MEDICAL CENTER,1
Leverett,2022,EMS ALARM - LIFELINE ACTIVATED,NOBODY HOME,1
Leverett,2022,EMS ALARM - LIFELINE ACTIVATED,No Transport/Patient Refusal,1
Leverett,2022,EMS ALARM - LIFELINE ACTIVATED,Patient Refusal,1
Leverett,2022,EMS ALARM - LIFELINE ACTIVATED,Services Rendered,1
Leverett,2022,FIRE ALARM,Call Cancelled,1
Leverett,2022,FIRE ALARM,FALSE Alarm,4
Leverett,2022,FIRE ALARM,Investigated,3
Leverett,2022,FIRE ALARM,Services Rendered,2
Leverett,2022,ANIMAL COMPLAINT,Call Cancelled,1
Leverett,2022,ANIMAL COMPLAINT,CONFIRMED MIS-DIAL,1
Leverett,2022,ANIMAL COMPLAINT,Call Given to an Officer,2
Leverett,2022,ANIMAL COMPLAINT,Could Not Locate,2
Leverett,2022,ANIMAL COMPLAINT,Referred to Animal Control,9
Leverett,2022,ANIMAL COMPLAINT,Gone On Arrival,3
Leverett,2022,ANIMAL COMPLAINT,Investigated,6
Leverett,2022,ANIMAL COMPLAINT,No Action Required,2
Leverett,2022,ANIMAL COMPLAINT,Negative Contact,8
Leverett,2022,ANIMAL COMPLAINT,NOBODY HOME,1
Leverett,2022,ANIMAL COMPLAINT,Notification,1
Leverett,2022,ANIMAL COMPLAINT,Taken/Referred to Other Agency,1
Leverett,2022,ANIMAL COMPLAINT,Report Taken,7
Leverett,2022,ANIMAL COMPLAINT,Services Rendered,26
Leverett,2022,ANIMAL COMPLAINT,Transferred/Ref to Highway,4
Leverett,2022,ANIMAL COMPLAINT,Taken to Family/Guardian/Other,6
Leverett,2022,ANIMAL COMPLAINT,TRANSFERRED TO STATE POLICE,1
Leverett,2022,ANIMAL COMPLAINT,Unfounded,1
Leverett,2022,ASSIST CITIZEN,Call Given to an Officer,1
Leverett,2022,ASSIST CITIZEN,Dispatch Handled,1
Leverett,2022,ASSIST CITIZEN,Good Intent,7
Leverett,2022,ASSIST CITIZEN,No Action Required,1
Leverett,2022,ASSIST CITIZEN,Negative Contact,4
Leverett,2022,ASSIST CITIZEN,Notification,1
Leverett,2022,ASSIST CITIZEN,Report Taken,5
Leverett,2022,ASSIST CITIZEN,SERVED IN HAND,1
Leverett,2022,ASSIST CITIZEN,Services Rendered,77
Leverett,2022,ASSIST CITIZEN,TRANSFERRED TO STATE POLICE,1
Leverett,2022,ASSIST OTHER AGENCY,Call Cancelled,1
Leverett,2022,ASSIST OTHER AGENCY,Call Given to an Officer,2
Leverett,2022,ASSIST OTHER AGENCY,Investigated,1
Leverett,2022,ASSIST OTHER AGENCY,No Action Required,1
Leverett,2022,ASSIST OTHER AGENCY,Negative Contact,4
Leverett,2022,ASSIST OTHER AGENCY,Notification,2
Leverett,2022,ASSIST OTHER AGENCY,Report Taken,1
Leverett,2022,ASSIST OTHER AGENCY,Services Rendered,18
Leverett,2022,ASSAULT,Peace Restored,1
Leverett,2022,ARTICLES LOST,No Action Required,1
Leverett,2022,ARTICLES LOST,Report Taken,3
Leverett,2022,ARTICLES RECOVERED,Investigated,3
Leverett,2022,ARTICLES RECOVERED,Negative Contact,1
Leverett,2022,ARTICLES RECOVERED,Notification,1
Leverett,2022,ARTICLES RECOVERED,Services Rendered,2
Leverett,2022,BREAKING AND ENTERING,Report Taken,1
Leverett,2022,BREAKING & ENTERING PAST,Report Taken,1
Leverett,2022,BE ON THE LOOK OUT,Investigated,1
Leverett,2022,BUILDING/LOCATION CHECK,Building Checked/Secured,16
Leverett,2022,BUILDING/LOCATION CHECK,Checks Okay,659
Leverett,2022,BUILDING/LOCATION CHECK,Investigated,11
Leverett,2022,BUILDING/LOCATION CHECK,No Action Required,9
Leverett,2022,BUILDING/LOCATION CHECK,Negative Contact,1
Leverett,2022,BUILDING/LOCATION CHECK,Report Taken,1
Leverett,2022,BUILDING/LOCATION CHECK,Services Rendered,13
Leverett,2022,CHIMNEY FIRE,Extinguished,1
Leverett,2022,CHIMNEY FIRE,Investigated,1
Leverett,2022,CHECK WELFARE,COOLEY DICKINSON HOSPITAL,1
Leverett,2022,CHECK WELFARE,Checks Okay,2
Leverett,2022,CHECK WELFARE,Dispatch Handled,1
Leverett,2022,CHECK WELFARE,Gone On Arrival,1
Leverett,2022,CHECK WELFARE,Investigated,4
Leverett,2022,CHECK WELFARE,No Action Required,1
Leverett,2022,CHECK WELFARE,Negative Contact,3
Leverett,2022,CHECK WELFARE,NOBODY HOME,1
Leverett,2022,CHECK WELFARE,Peace Restored,1
Leverett,2022,CHECK WELFARE,Services Rendered,9
Leverett,2022,CHECK WELFARE,Unfounded,2
Leverett,2022,Civil Issue,Services Rendered,1
Leverett,2022,CRUISER MAINTENANCE,Checks Okay,1
Leverett,2022,CRUISER MAINTENANCE,No Action Required,5
Leverett,2022,CRUISER MAINTENANCE,Services Rendered,37
Leverett,2022,CARBON MONOXIDE HAZARD,FALSE Alarm,1
Leverett,2022,CARBON MONOXIDE HAZARD,Investigated,2
Leverett,2022,COMMUNITY POLICING,Checks Okay,1
Leverett,2022,COMMUNITY POLICING,Good Intent,17
Leverett,2022,COMMUNITY POLICING,No Action Required,27
Leverett,2022,COMMUNITY POLICING,Negative Contact,1
Leverett,2022,COMMUNITY POLICING,Services Rendered,70
Leverett,2022,COMPLAINT,Investigated,2
Leverett,2022,COMPLAINT,Services Rendered,3
Leverett,2022,CSO FOLLOW UP,Services Rendered,1
Leverett,2022,CSO OUTREACH,Negative Contact,1
Leverett,2022,CSO OUTREACH,Services Rendered,1
Leverett,2022,COURT,Services Rendered,4
Leverett,2022,Car vs. Deer,Call Given to an Officer,1
Leverett,2022,Car vs. Deer,Could Not Locate,1
Leverett,2022,Car vs. Deer,Investigated,3
Leverett,2022,Car vs. Deer,Removed Hazard,1
Leverett,2022,Car vs. Deer,Taken/Referred to Other Agency,1
Leverett,2022,Car vs. Deer,Report Taken,4
Leverett,2022,Car vs. Deer,TRANSFERRED TO STATE POLICE,1
Leverett,2022,DISTURBANCE,Investigated,2
Leverett,2022,DISTURBANCE,Peace Restored,1
Leverett,2022,DISABLED MV,Checks Okay,1
Leverett,2022,DISABLED MV,Dispatch Handled,2
Leverett,2022,DISABLED MV,Good Intent,1
Leverett,2022,DISABLED MV,Investigated,5
Leverett,2022,DISABLED MV,No Action Required,3
Leverett,2022,DISABLED MV,Taken/Referred to Other Agency,1
Leverett,2022,DISABLED MV,Report Taken,3
Leverett,2022,DISABLED MV,Services Rendered,17
Leverett,2022,DISABLED MV,TRANSFERRED TO STATE POLICE,2
Leverett,2022,DISABLED MV,Unfounded,1
Leverett,2022,DISABLED MV,Vehicle Towed,3
Leverett,2022,DRUNK,Investigated,1
Leverett,2022,Drill/Testing,Services Rendered,5
Leverett,2022,DETAIL REQUEST,Call Given to an Officer,3
Leverett,2022,DETAIL REQUEST,No Action Required,2
Leverett,2022,DETAIL REQUEST,Services Rendered,1
Leverett,2022,ESCORT/TRANSPORT,Services Rendered,5
Leverett,2022,ESCORT/TRANSPORT,Taken to Family/Guardian/Other,1
Leverett,2022,FIREARMS LICENSING,Call Given to an Officer,1
Leverett,2022,FIREARMS LICENSING,No Action Required,2
Leverett,2022,FIREARMS LICENSING,Notification,1
Leverett,2022,FIREARMS LICENSING,SERVED IN HAND,1
Leverett,2022,FIREARMS LICENSING,Services Rendered,60
Leverett,2022,STRUCTURE FIRE,Services Rendered,1
Leverett,2022,FIRE OTHER NON-SPECIFIC,Extinguished,1
Leverett,2022,FIRE OTHER NON-SPECIFIC,Investigated,2
Leverett,2022,FIRE OTHER NON-SPECIFIC,Transferred/Ref to Utility,1
Leverett,2022,VEHICLE FIRE,Extinguished,1
Leverett,2022,FIRE WORKS,Investigated,1
Leverett,2022,FIRE WORKS,Unfounded,1
Leverett,2022,FOLLOW UP INVESTIGATION,Call Given to an Officer,2
Leverett,2022,FOLLOW UP INVESTIGATION,Dispatch Handled,1
Leverett,2022,FOLLOW UP INVESTIGATION,Investigated,10
Leverett,2022,FOLLOW UP INVESTIGATION,No Action Required,1
Leverett,2022,FOLLOW UP INVESTIGATION,Negative Contact,3
Leverett,2022,FOLLOW UP INVESTIGATION,Notification,3
Leverett,2022,FOLLOW UP INVESTIGATION,Report Taken,10
Leverett,2022,FOLLOW UP INVESTIGATION,Services Rendered,10
Leverett,2022,FOLLOW UP INVESTIGATION,Unfounded,1
Leverett,2022,FRAUD/SCAM,Call Given to an Officer,1
Leverett,2022,FRAUD/SCAM,Report Taken,5
Leverett,2022,GAS LEAK,Investigated,1
Leverett,2022,GENERAL INFO,Call Given to an Officer,17
Leverett,2022,GENERAL INFO,Dispatch Handled,2
Leverett,2022,GENERAL INFO,Report Taken,2
Leverett,2022,GENERAL INFO,Services Rendered,1
Leverett,2022,HARASSMENT,Report Taken,5
Leverett,2022,HARASSMENT,Services Rendered,1
Leverett,2022,HIT AND RUN,Report Taken,1
Leverett,2022,ILLEGAL BURN,Extinguished,1
Leverett,2022,ILLEGAL BURN,Investigated,1
Leverett,2022,ILLEGAL DUMPING,Investigated,2
Leverett,2022,INVESTIGATION,No Action Required,1
Leverett,2022,INVESTIGATION,Negative Contact,1
Leverett,2022,INVESTIGATION,Report Taken,2
Leverett,2022,INVESTIGATION,Services Rendered,6
Leverett,2022,JUVENILE OFFENSES,TRANSFERRED TO STATE POLICE,1
Leverett,2022,KEEP THE PEACE,Services Rendered,1
Leverett,2022,LARCENY,Investigated,1
Leverett,2022,LARCENY,Report Taken,2
Leverett,2022,"LINE DOWN, POWER, PHONE OR CABL",Investigated,2
Leverett,2022,"LINE DOWN, POWER, PHONE OR CABL",Removed Hazard,2
Leverett,2022,"LINE DOWN, POWER, PHONE OR CABL",Services Rendered,3
Leverett,2022,"LINE DOWN, POWER, PHONE OR CABL",Transferred/Ref to Utility,9
Leverett,2022,LOCKOUT,Services Rendered,3
Leverett,2022,MEDICAL EMERGENCY,BAYSTATE SPRINGFIELD MED CTR,2
Leverett,2022,MEDICAL EMERGENCY,COOLEY DICKINSON HOSPITAL,44
Leverett,2022,MEDICAL EMERGENCY,FRANKLIN MEDICAL CENTER,17
Leverett,2022,MEDICAL EMERGENCY,Investigated,1
Leverett,2022,MEDICAL EMERGENCY,No Transport/Patient Refusal,3
Leverett,2022,MEDICAL EMERGENCY,Other Hospital,1
Leverett,2022,MEDICAL EMERGENCY,Patient Refusal,17
Leverett,2022,MEDICAL EMERGENCY,Services Rendered,8
Leverett,2022,MISSING PERSON,Services Rendered,3
Leverett,2022,MISCELLANEOUS,Call Given to an Officer,1
Leverett,2022,MISCELLANEOUS,Good Intent,2
Leverett,2022,MISCELLANEOUS,Services Rendered,8
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,Arrest(s) Made,1
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,COOLEY DICKINSON HOSPITAL,2
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,Checks Okay,1
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,CRIMINAL APPLICATION,1
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,Investigated,7
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,No Action Required,1
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,Patient Refusal,1
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,Report Taken,4
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,Services Rendered,2
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,TRANSFERRED TO STATE POLICE,3
Leverett,2022,MOTOR VEHICLE ACCIDENT NO INJU,Vehicle Towed,6
Leverett,2022,MOTOR VEHICLE COMPLAINT,Arrest(s) Made,1
Leverett,2022,MOTOR VEHICLE COMPLAINT,Could Not Locate,2
Leverett,2022,MOTOR VEHICLE COMPLAINT,Gone On Arrival,1
Leverett,2022,MOTOR VEHICLE COMPLAINT,Investigated,4
Leverett,2022,MOTOR VEHICLE COMPLAINT,Negative Contact,1
Leverett,2022,MOTOR VEHICLE COMPLAINT,Taken/Referred to Other Agency,1
Leverett,2022,MOTOR VEHICLE COMPLAINT,Report Taken,4
Leverett,2022,MOTOR VEHICLE COMPLAINT,Services Rendered,2
Leverett,2022,MOTOR VEHICLE COMPLAINT,Verbal Warning,1
Leverett,2022,MOTOR VEHICLE ACCIDE W/INJURY,COOLEY DICKINSON HOSPITAL,1
Leverett,2022,MOTOR VEHICLE VIOLATION,Arrest(s) Made,1
Leverett,2022,MOTOR VEHICLE VIOLATION,Call Cancelled,2
Leverett,2022,MOTOR VEHICLE VIOLATION,Citation/Warning Issued,179
Leverett,2022,MOTOR VEHICLE VIOLATION,CRIMINAL APPLICATION,4
Leverett,2022,MOTOR VEHICLE VIOLATION,Investigated,5
Leverett,2022,MOTOR VEHICLE VIOLATION,No Action Required,5
Leverett,2022,MOTOR VEHICLE VIOLATION,Vehicle Towed,2
Leverett,2022,MOTOR VEHICLE VIOLATION,Verbal Warning,129
Leverett,2022,NOISE COMPLAINT,Call Given to an Officer,1
Leverett,2022,NOTIFICATION,Checks Okay,1
Leverett,2022,NOTIFICATION,Call Given to an Officer,3
Leverett,2022,NOTIFICATION,Referred to Animal Control,1
Leverett,2022,NOTIFICATION,Good Intent,1
Leverett,2022,NOTIFICATION,No Action Required,1
Leverett,2022,NOTIFICATION,Notification,2
Leverett,2022,NOTIFICATION,Report Taken,4
Leverett,2022,NOTIFICATION,Services Rendered,5
Leverett,2022,OPEN DOOR,Investigated,1
Leverett,2022,ODOR INVESTIGATION,Services Rendered,1
Leverett,2022,OFFICER WANTED,Arrest(s) Made,1
Leverett,2022,OFFICER WANTED,Investigated,3
Leverett,2022,OFFICER WANTED,Report Taken,6
Leverett,2022,OFFICER WANTED,Peace Restored,1
Leverett,2022,OFFICER WANTED,Services Rendered,4
Leverett,2022,PAPERWORK SERVICE,Negative Contact,7
Leverett,2022,PAPERWORK SERVICE,NOBODY HOME,1
Leverett,2022,PAPERWORK SERVICE,SERVED IN HAND,17
Leverett,2022,PAPERWORK SERVICE,Services Rendered,3
Leverett,2022,PATROL AREA,Checks Okay,11
Leverett,2022,PATROL AREA,No Action Required,8
Leverett,2022,PATROL AREA,Services Rendered,6
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,Citation/Warning Issued,15
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,Checks Okay,1
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,CRIMINAL APPLICATION,1
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,Investigated,4
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,No Action Required,282
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,Report Taken,1
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,Services Rendered,144
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,Vehicle Towed,1
Leverett,2022,RADAR/TRAFFIC ENFORCEMENT,Verbal Warning,26
Leverett,2022,RAPE,Report Taken,1
Leverett,2022,RUNAWAY,FRANKLIN MEDICAL CENTER,1
Leverett,2022,ROLLING 10,Investigated,1
Leverett,2022,SAFETY HAZARD,Investigated,2
Leverett,2022,SAFETY HAZARD,Removed Hazard,2
Leverett,2022,SAFETY HAZARD,Taken/Referred to Other Agency,1
Leverett,2022,SAFETY HAZARD,Services Rendered,3
Leverett,2022,SAFETY HAZARD,Transferred/Ref to Highway,3
Leverett,2022,SAFETY HAZARD,Transferred/Ref to Utility,1
Leverett,2022,Section 12,FRANKLIN MEDICAL CENTER,1
Leverett,2022,SERVICE CALL,Services Rendered,4
Leverett,2022,SHOTS FIRED,Could Not Locate,1
Leverett,2022,SHOTS FIRED,Investigated,3
Leverett,2022,SHOTS FIRED,Report Taken,1
Leverett,2022,SHOTS FIRED,Services Rendered,1
Leverett,2022,SHOTS FIRED,TRANSFERRED TO STATE POLICE,1
Leverett,2022,SMOKE INVESTIGATION,Investigated,1
Leverett,2022,SMOKE INVESTIGATION,Services Rendered,2
Leverett,2022,SEX OFFENDER REGISTRATION,Notification,1
Leverett,2022,SEX OFFENDER REGISTRATION,Services Rendered,5
Leverett,2022,SCHOOL RESOURCE OFFICER DUTIES,Services Rendered,1
Leverett,2022,SUSPICIOUS PERSON,Call Cancelled,1
Leverett,2022,SUSPICIOUS PERSON,Negative Contact,1
Leverett,2022,SUSPICIOUS PERSON,Report Taken,1
Leverett,2022,SUSPICIOUS PERSON,Services Rendered,1
Leverett,2022,SUSPICIOUS ACTIVITY,Report Taken,2
Leverett,2022,SUSPICIOUS ACTIVITY,Services Rendered,1
Leverett,2022,SUSPICIOUS ACTIVITY,TRANSFERRED TO STATE POLICE,1
Leverett,2022,SUSPICIOUS ACTIVITY,Unfounded,1
Leverett,2022,SUSPICIOUS VEHICLE,Checks Okay,1
Leverett,2022,SUSPICIOUS VEHICLE,Investigated,5
Leverett,2022,SUSPICIOUS VEHICLE,No Action Required,1
Leverett,2022,SUSPICIOUS VEHICLE,Negative Contact,1
Leverett,2022,SUSPICIOUS VEHICLE,Report Taken,1
Leverett,2022,SUSPICIOUS VEHICLE,Services Rendered,1
Leverett,2022,SUSPICIOUS VEHICLE,TRANSFERRED TO STATE POLICE,1
Leverett,2022,SWATTING,Investigated,2
Leverett,2022,TRAFFIC HAZARD,Could Not Locate,1
Leverett,2022,TRAFFIC HAZARD,Gone On Arrival,1
Leverett,2022,TRAFFIC HAZARD,Investigated,1
Leverett,2022,TRAFFIC HAZARD,No Action Required,2
Leverett,2022,TRAFFIC HAZARD,Removed Hazard,9
Leverett,2022,TRAFFIC HAZARD,Taken/Referred to Other Agency,1
Leverett,2022,TRAFFIC HAZARD,Services Rendered,7
Leverett,2022,TRAFFIC HAZARD,Transferred/Ref to Highway,3
Leverett,2022,TRAFFIC HAZARD,Transferred/Ref to Utility,5
Leverett,2022,TRAFFIC CONTROL,No Action Required,2
Leverett,2022,TRAFFIC CONTROL,Services Rendered,24
Leverett,2022,TRESPASS,Investigated,1
Leverett,2022,UNWANTED PERSON,Investigated,1
Leverett,2022,UNWANTED PERSON,Services Rendered,1
Leverett,2022,VANDALISM,Report Taken,3
Leverett,2022,SERVE WARRANT,Negative Contact,1
Wendell,2018,ABANDONED 911 CALL,Call Given to an Officer,3
Wendell,2018,911 CALL,CONFIRMED MIS-DIAL,1
Wendell,2018,911 CALL,Call Given to an Officer,2
Wendell,2018,911 CALL,Dispatch Handled,4
Wendell,2018,911 CALL,Investigated,1
Wendell,2018,911 CALL,No Action Required,1
Wendell,2018,911 CALL,TRANSFERRED TO STATE POLICE,4
Wendell,2018,911 HANG UP,CONFIRMED MIS-DIAL,1
Wendell,2018,911 HANG UP,Dispatch Handled,1
Wendell,2018,911 HANG UP,Investigated,1
Wendell,2018,911 MIS DIAL,TRANSFERRED TO STATE POLICE,2
Wendell,2018,ABANDONED MV,TRANSFERRED TO STATE POLICE,1
Wendell,2018,ALARM BURGLAR OR HOLDUP,Building Checked/Secured,2
Wendell,2018,ALARM BURGLAR OR HOLDUP,Call Cancelled,5
Wendell,2018,ALARM BURGLAR OR HOLDUP,False Alarm,1
Wendell,2018,ALARM BURGLAR OR HOLDUP,TRANSFERRED TO STATE POLICE,7
Wendell,2018,EMS ALARM - LIFELINE ACTIVATED,Call Cancelled,1
Wendell,2018,EMS ALARM - LIFELINE ACTIVATED,False Alarm,1
Wendell,2018,FIRE ALARM,ACCIDENTAL,1
Wendell,2018,FIRE ALARM,Call Cancelled,1
Wendell,2018,FIRE ALARM,False Alarm,2
Wendell,2018,FIRE ALARM,Services Rendered,4
Wendell,2018,ANIMAL COMPLAINT,Call Cancelled,1
Wendell,2018,ANIMAL COMPLAINT,Call Given to an Officer,5
Wendell,2018,ANIMAL COMPLAINT,Dispatch Handled,1
Wendell,2018,ANIMAL COMPLAINT,Taken/Referred to Other Agency,1
Wendell,2018,ANIMAL COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2018,ASSIST OTHER AGENCY,Services Rendered,1
Wendell,2018,ASSIST OTHER AGENCY,TRANSFERRED TO STATE POLICE,1
Wendell,2018,BREAKING & ENTERING PAST,Faxed To Station,1
Wendell,2018,BREAKING & ENTERING PAST,TRANSFERRED TO STATE POLICE,1
Wendell,2018,CHIMNEY FIRE,Extinguished,1
Wendell,2018,CHIMNEY FIRE,Report Taken,1
Wendell,2018,CHIMNEY FIRE,Services Rendered,1
Wendell,2018,CHECK WELFARE,Peace Restored,1
Wendell,2018,CHECK WELFARE,Services Rendered,1
Wendell,2018,CHECK WELFARE,TRANSFERRED TO STATE POLICE,6
Wendell,2018,CARBON MONOXIDE HAZARD,Services Rendered,1
Wendell,2018,COMPLAINT,Referred to Animal Control,1
Wendell,2018,COMPLAINT,Transferred/Ref to Highway,1
Wendell,2018,COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2018,DISTURBANCE,Peace Restored,1
Wendell,2018,DISABLED MV,Notification,1
Wendell,2018,DISABLED MV,Taken/Referred to Other Agency,1
Wendell,2018,DISABLED MV,Services Rendered,1
Wendell,2018,DISABLED MV,TRANSFERRED TO STATE POLICE,1
Wendell,2018,DISABLED MV,Vehicle Towed,1
Wendell,2018,DRUNK,Services Rendered,1
Wendell,2018,FIRE OTHER NON-SPECIFIC,Investigated,1
Wendell,2018,FIRE OTHER NON-SPECIFIC,Services Rendered,3
Wendell,2018,FIRE WORKS,Could Not Locate,1
Wendell,2018,FRAUD/SCAM,Call Given to an Officer,1
Wendell,2018,HARASSMENT,Call Given to an Officer,1
Wendell,2018,HARASSMENT,TRANSFERRED TO STATE POLICE,2
Wendell,2018,ILLEGAL BURN,Extinguished,2
Wendell,2018,LARCENY,Call Given to an Officer,2
Wendell,2018,LINE DOWN POWER PHONE OR CABL,Transferred/Ref to Utility,2
Wendell,2018,LOCKOUT,Services Rendered,2
Wendell,2018,MEDICAL EMERGENCY,ATHOL MEMORIAL HOSPITAL,7
Wendell,2018,MEDICAL EMERGENCY,COOLEY DICKINSON HOSPITAL,2
Wendell,2018,MEDICAL EMERGENCY,Call Given to an Officer,1
Wendell,2018,MEDICAL EMERGENCY,FRANKLIN MEDICAL CENTER,15
Wendell,2018,MEDICAL EMERGENCY,Investigated,1
Wendell,2018,MEDICAL EMERGENCY,No Transport/Patient Refusal,3
Wendell,2018,MEDICAL EMERGENCY,Services Rendered,3
Wendell,2018,MEDICAL EMERGENCY,UMASS MEDICAL CTR,1
Wendell,2018,MISSING PERSON,Investigated,1
Wendell,2018,MISCELLANEOUS,Could Not Locate,1
Wendell,2018,MISCELLANEOUS,Taken/Referred to Other Agency,1
Wendell,2018,MOTOR VEHICLE ACCIDENT NO INJU,ATHOL MEMORIAL HOSPITAL,2
Wendell,2018,MOTOR VEHICLE ACCIDENT NO INJU,Investigated,5
Wendell,2018,MOTOR VEHICLE ACCIDENT NO INJU,No Transport/Patient Refusal,1
Wendell,2018,MOTOR VEHICLE ACCIDENT NO INJU,Report Taken,2
Wendell,2018,MOTOR VEHICLE ACCIDENT NO INJU,Services Rendered,1
Wendell,2018,MOTOR VEHICLE ACCIDENT NO INJU,TRANSFERRED TO STATE POLICE,3
Wendell,2018,MOTOR VEHICLE ACCIDENT NO INJU,Vehicle Towed,4
Wendell,2018,MOTOR VEHICLE COMPLAINT,Call Given to an Officer,2
Wendell,2018,MOTOR VEHICLE COMPLAINT,Faxed To Station,1
Wendell,2018,MOTOR VEHICLE COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2018,MOTOR VEHICLE ACCIDE W/INJURY,Vehicle Towed,2
Wendell,2018,MOTOR VEHICLE VIOLATION,Arrest(s) Made,1
Wendell,2018,MOTOR VEHICLE VIOLATION,No Action Required,1
Wendell,2018,NOTIFICATION,Notification,2
Wendell,2018,OFFICER WANTED,Call Given to an Officer,2
Wendell,2018,OFFICER WANTED,Investigated,1
Wendell,2018,OFFICER WANTED,No Action Required,1
Wendell,2018,OFFICER WANTED,TRANSFERRED TO STATE POLICE,2
Wendell,2018,PAPERWORK SERVICE,Call Given to an Officer,1
Wendell,2018,RUNAWAY,Call Cancelled,1
Wendell,2018,SAFETY HAZARD,Taken/Referred to Other Agency,2
Wendell,2018,SAFETY HAZARD,Services Rendered,3
Wendell,2018,SAFETY HAZARD,Transferred/Ref to Highway,1
Wendell,2018,SAFETY HAZARD,TRANSFERRED TO STATE POLICE,1
Wendell,2018,SERVICE CALL,Services Rendered,2
Wendell,2018,SHOTS FIRED,Call Given to an Officer,1
Wendell,2018,SMOKE INVESTIGATION,Unfounded,1
Wendell,2018,SUSPICIOUS PERSON,Call Given to an Officer,2
Wendell,2018,SUSPICIOUS ACTIVITY,Building Checked/Secured,1
Wendell,2018,SUSPICIOUS ACTIVITY,TRANSFERRED TO STATE POLICE,1
Wendell,2018,SUICIDE THREAT,No Transport/Patient Refusal,1
Wendell,2018,SUICIDE THREAT,Services Rendered,1
Wendell,2018,SUSPICIOUS VEHICLE,Call Given to an Officer,1
Wendell,2018,SUSPICIOUS VEHICLE,Faxed To Station,1
Wendell,2018,SUSPICIOUS VEHICLE,TRANSFERRED TO STATE POLICE,1
Wendell,2018,THREAT,Call Given to an Officer,1
Wendell,2018,THREAT,Faxed To Station,1
Wendell,2018,TRAFFIC HAZARD,Investigated,1
Wendell,2018,TRAFFIC HAZARD,Removed Hazard,1
Wendell,2018,TRAFFIC HAZARD,Taken/Referred to Other Agency,1
Wendell,2018,TRAFFIC HAZARD,Services Rendered,2
Wendell,2018,VANDALISM,TRANSFERRED TO STATE POLICE,1
Wendell,2019,209A SERVICE,Report Taken,1
Wendell,2019,209A VIOLATION,TRANSFERRED TO STATE POLICE,2
Wendell,2019,ABANDONED 911 CALL,Call Given to an Officer,3
Wendell,2019,ABANDONED 911 CALL,Dispatch Handled,1
Wendell,2019,ABANDONED 911 CALL,TRANSFERRED TO STATE POLICE,5
Wendell,2019,911 CALL,Arrest(s) Made,1
Wendell,2019,911 CALL,CONFIRMED MIS-DIAL,1
Wendell,2019,911 CALL,Call Given to an Officer,1
Wendell,2019,911 CALL,Dispatch Handled,3
Wendell,2019,911 CALL,Investigated,1
Wendell,2019,911 CALL,No Action Required,1
Wendell,2019,911 CALL,Taken/Referred to Other Agency,1
Wendell,2019,911 CALL,Services Rendered,3
Wendell,2019,911 CALL,TRANSFERRED TO STATE POLICE,4
Wendell,2019,911 HANG UP,Dispatch Handled,3
Wendell,2019,911 HANG UP,Investigated,1
Wendell,2019,911 HANG UP,Report Taken,1
Wendell,2019,911 MIS DIAL,Call Given to an Officer,1
Wendell,2019,911 MIS DIAL,Services Rendered,1
Wendell,2019,911 MIS DIAL,TRANSFERRED TO STATE POLICE,4
Wendell,2019,ABANDONED MV,Vehicle Towed,1
Wendell,2019,ADMINISTRATIVE,No Action Required,1
Wendell,2019,ALARM BURGLAR OR HOLDUP,Building Checked/Secured,1
Wendell,2019,ALARM BURGLAR OR HOLDUP,Call Cancelled,1
Wendell,2019,ALARM BURGLAR OR HOLDUP,TRANSFERRED TO STATE POLICE,2
Wendell,2019,EMS ALARM - LIFELINE ACTIVATED,ATHOL MEMORIAL HOSPITAL,1
Wendell,2019,EMS ALARM - LIFELINE ACTIVATED,No Transport/Patient Refusal,1
