"town","year","call_reason","actionname","actioncount"
"Leverett",2021-01-01,"FRAUD/SCAM","Investigated",3
"Leverett",2021-01-01,"FRAUD/SCAM","Report Taken",7
"Leverett",2021-01-01,"FRAUD/SCAM","Services Rendered",2
"Leverett",2021-01-01,"GENERAL INFO","Call Given to an Officer",18
"Leverett",2021-01-01,"GENERAL INFO","Dispatch Handled",1
"Leverett",2021-01-01,"GENERAL INFO","Notification",1
"Leverett",2021-01-01,"HARASSMENT","Investigated",2
"Leverett",2021-01-01,"HARASSMENT","Report Taken",1
"Leverett",2021-01-01,"ILLEGAL BURN","Extinguished",1
"Leverett",2021-01-01,"ILLEGAL BURN","Services Rendered",1
"Leverett",2021-01-01,"ILLEGAL DUMPING","Checks Okay",1
"Leverett",2021-01-01,"ILLEGAL DUMPING","Investigated",1
"Leverett",2021-01-01,"ILLEGAL DUMPING","Transferred/Ref to Highway",1
"Leverett",2021-01-01,"INVESTIGATION","Call Given to an Officer",1
"Leverett",2021-01-01,"INVESTIGATION","Investigated",9
"Leverett",2021-01-01,"INVESTIGATION","No Action Required",1
"Leverett",2021-01-01,"INVESTIGATION","Negative Contact",1
"Leverett",2021-01-01,"INVESTIGATION","Report Taken",3
"Leverett",2021-01-01,"INVESTIGATION","Peace Restored",1
"Leverett",2021-01-01,"INVESTIGATION","Services Rendered",4
"Leverett",2021-01-01,"KEEP THE PEACE","Peace Restored",1
"Leverett",2021-01-01,"KEEP THE PEACE","Services Rendered",1
"Leverett",2021-01-01,"LARCENY","Call Given to an Officer",1
"Leverett",2021-01-01,"LARCENY","Report Taken",7
"Leverett",2021-01-01,"LARCENY","Services Rendered",2
"Leverett",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Investigated",2
"Leverett",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Removed Hazard",1
"Leverett",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Report Taken",1
"Leverett",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Services Rendered",2
"Leverett",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",6
"Leverett",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Unfounded",1
"Leverett",2021-01-01,"LOCKOUT","Services Rendered",2
"Leverett",2021-01-01,"MEDICAL EMERGENCY","ATHOL MEMORIAL HOSPITAL",1
"Leverett",2021-01-01,"MEDICAL EMERGENCY","BAYSTATE SPRINGFIELD MED CTR",4
"Leverett",2021-01-01,"MEDICAL EMERGENCY","COOLEY DICKINSON HOSPITAL",41
"Leverett",2021-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",9
"Leverett",2021-01-01,"MEDICAL EMERGENCY","Investigated",1
"Leverett",2021-01-01,"MEDICAL EMERGENCY","No Action Required",1
"Leverett",2021-01-01,"MEDICAL EMERGENCY","No Transport/ Patient Refusal",2
"Leverett",2021-01-01,"MEDICAL EMERGENCY","Patient Refusal",7
"Leverett",2021-01-01,"MEDICAL EMERGENCY","Taken/Referred to Other Agency ",1
"Leverett",2021-01-01,"MEDICAL EMERGENCY","Services Rendered",17
"Leverett",2021-01-01,"MISCELLANEOUS","Checks Okay",1
"Leverett",2021-01-01,"MISCELLANEOUS","Report Taken",1
"Leverett",2021-01-01,"MISCELLANEOUS","Services Rendered",7
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Arrest(s) Made",2
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Investigated",3
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Report Taken",5
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Services Rendered",2
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","TRANSFERRED TO STATE POLICE",1
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",8
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Citation/Warning Issued",1
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Could Not Locate",4
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Gone On Arrival",1
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Investigated",3
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Negative Contact",1
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Notification",2
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Taken/Referred to Other Agency ",1
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Report Taken",2
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Services Rendered",5
"Leverett",2021-01-01,"MOTOR VEHICLE COMPLAINT","Unfounded",4
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","BAYSTATE SPRINGFIELD MED CTR",1
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","COOLEY DICKINSON HOSPITAL",2
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Patient Refusal",1
"Leverett",2021-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Vehicle Towed",1
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","ACCIDENTAL",1
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Arrest(s) Made",3
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Citation/Warning Issued",259
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","CRIMINAL APPLICATION",11
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Good Intent",2
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Investigated",18
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","No Action Required",3
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Report Taken",1
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Services Rendered",2
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Vehicle Towed",10
"Leverett",2021-01-01,"MOTOR VEHICLE VIOLATION","Verbal Warning",260
"Leverett",2021-01-01,"NOISE COMPLAINT","Taken/Referred to Other Agency ",1
"Leverett",2021-01-01,"NOISE COMPLAINT","Peace Restored",1
"Leverett",2021-01-01,"NOISE COMPLAINT","Services Rendered",1
"Leverett",2021-01-01,"NOISE COMPLAINT","TRANSFERRED TO STATE POLICE",2
"Leverett",2021-01-01,"NOTIFICATION","Unknown",1
"Leverett",2021-01-01,"NOTIFICATION","Call Given to an Officer",2
"Leverett",2021-01-01,"NOTIFICATION","Could Not Locate",1
"Leverett",2021-01-01,"NOTIFICATION","Notification",1
"Leverett",2021-01-01,"NOTIFICATION","Report Taken",1
"Leverett",2021-01-01,"NOTIFICATION","Services Rendered",7
"Leverett",2021-01-01,"OPEN DOOR","Building Checked/Secured",1
"Leverett",2021-01-01,"ODOR INVESTIGATION","Could Not Locate",1
"Leverett",2021-01-01,"ODOR INVESTIGATION","Services Rendered",3
"Leverett",2021-01-01,"OFFICER WANTED","Checks Okay",2
"Leverett",2021-01-01,"OFFICER WANTED","Investigated",7
"Leverett",2021-01-01,"OFFICER WANTED","No Action Required",1
"Leverett",2021-01-01,"OFFICER WANTED","Report Taken",4
"Leverett",2021-01-01,"OFFICER WANTED","SERVED IN HAND",1
"Leverett",2021-01-01,"OFFICER WANTED","TRANSFERRED TO STATE POLICE",1
"Leverett",2021-01-01,"OFFICER WANTED","Unfounded",1
"Leverett",2021-01-01,"PAPERWORK SERVICE","Negative Contact",7
"Leverett",2021-01-01,"PAPERWORK SERVICE","Notification",1
"Leverett",2021-01-01,"PAPERWORK SERVICE","SERVED IN HAND",18
"Leverett",2021-01-01,"PAPERWORK SERVICE","Services Rendered",5
"Leverett",2021-01-01,"PARKING COMPLAINT","Negative Contact",1
"Leverett",2021-01-01,"PATROL AREA","Checks Okay",6
"Leverett",2021-01-01,"PATROL AREA","No Action Required",3
"Leverett",2021-01-01,"PATROL AREA","Report Taken",1
"Leverett",2021-01-01,"PATROL AREA","Services Rendered",8
"Leverett",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","Citation/Warning Issued",17
"Leverett",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","CRIMINAL APPLICATION",1
"Leverett",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","Investigated",2
"Leverett",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","No Action Required",144
"Leverett",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","SERVED IN HAND",1
"Leverett",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","Services Rendered",61
"Leverett",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","Verbal Warning",16
"Leverett",2021-01-01,"RESCUE CALL","Unfounded",1
"Leverett",2021-01-01,"ROLLING 9","No Action Required",2
"Leverett",2021-01-01,"SAFETY HAZARD","Investigated",1
"Leverett",2021-01-01,"SAFETY HAZARD","Taken/Referred to Other Agency ",1
"Leverett",2021-01-01,"SAFETY HAZARD","Services Rendered",1
"Leverett",2021-01-01,"SAFETY HAZARD","Transferred/Ref to Utility",3
"Leverett",2021-01-01,"SEARCH","Unknown",1
"Leverett",2021-01-01,"SEARCH","Could Not Locate",1
"Leverett",2021-01-01,"SEARCH","Unfounded",2
"Leverett",2021-01-01,"Section 12","Protective Custody",1
"Leverett",2021-01-01,"SERVICE CALL","Services Rendered",6
"Leverett",2021-01-01,"SHOTS FIRED","Investigated",1
"Leverett",2021-01-01,"SMOKE INVESTIGATION","Extinguished",1
"Leverett",2021-01-01,"SMOKE INVESTIGATION","Investigated",1
"Leverett",2021-01-01,"SMOKE INVESTIGATION","Services Rendered",1
"Leverett",2021-01-01,"SMOKE INVESTIGATION","Unfounded",2
"Leverett",2021-01-01,"SEX OFFENDER REGISTRATION","Services Rendered",3
"Leverett",2021-01-01,"SUMMONS SERVICE","Negative Contact",3
"Leverett",2021-01-01,"SUMMONS SERVICE","SERVED IN HAND",1
"Leverett",2021-01-01,"SUSPICIOUS PERSON","Checks Okay",1
"Leverett",2021-01-01,"SUSPICIOUS PERSON","FRANKLIN MEDICAL CENTER",1
"Leverett",2021-01-01,"SUSPICIOUS PERSON","Unfounded",1
"Leverett",2021-01-01,"SUSPICIOUS ACTIVITY","Building Checked/Secured",1
"Leverett",2021-01-01,"SUSPICIOUS ACTIVITY","Could Not Locate",1
"Leverett",2021-01-01,"SUSPICIOUS ACTIVITY","Investigated",1
"Leverett",2021-01-01,"SUSPICIOUS ACTIVITY","Services Rendered",2
"Leverett",2021-01-01,"SUSPICIOUS ACTIVITY","TRANSFERRED TO STATE POLICE",1
"Leverett",2021-01-01,"SUSPICIOUS VEHICLE","Call Cancelled",1
"Leverett",2021-01-01,"SUSPICIOUS VEHICLE","Gone On Arrival",1
"Leverett",2021-01-01,"SUSPICIOUS VEHICLE","Investigated",3
"Leverett",2021-01-01,"SUSPICIOUS VEHICLE","Services Rendered",2
"Leverett",2021-01-01,"SUSPICIOUS VEHICLE","TRANSFERRED TO STATE POLICE",3
"Leverett",2021-01-01,"SUSPICIOUS VEHICLE","Unfounded",1
"Leverett",2021-01-01,"TRAFFIC HAZARD","ACCIDENTAL",1
"Leverett",2021-01-01,"TRAFFIC HAZARD","Call Given to an Officer",1
"Leverett",2021-01-01,"TRAFFIC HAZARD","Good Intent",1
"Leverett",2021-01-01,"TRAFFIC HAZARD","Gone On Arrival",1
"Leverett",2021-01-01,"TRAFFIC HAZARD","Investigated",2
"Leverett",2021-01-01,"TRAFFIC HAZARD","Removed Hazard",6
"Leverett",2021-01-01,"TRAFFIC HAZARD","Services Rendered",9
"Leverett",2021-01-01,"TRAFFIC HAZARD","Transferred/Ref to Highway",4
"Leverett",2021-01-01,"TRAFFIC HAZARD","Transferred/Ref to Utility",1
"Leverett",2021-01-01,"TRAFFIC HAZARD","Unfounded",4
"Leverett",2021-01-01,"TRAFFIC CONTROL","No Action Required",2
"Leverett",2021-01-01,"TRAFFIC CONTROL","Services Rendered",13
"Leverett",2021-01-01,"TRAFFIC CONTROL","Verbal Warning",1
"Leverett",2021-01-01,"TRESPASS","Services Rendered",2
"Leverett",2021-01-01,"UNWANTED PERSON","FRANKLIN MEDICAL CENTER",1
"Leverett",2021-01-01,"UNWANTED PERSON","Services Rendered",1
"Leverett",2021-01-01,"VANDALISM","Report Taken",7
"Leverett",2021-01-01,"VANDALISM","TRANSFERRED TO STATE POLICE",1
"Leverett",2021-01-01,"SERVE WARRANT","Investigated",1
"Leverett",2022-01-01,"209A SERVICE","SERVED IN HAND",3
"Leverett",2022-01-01,"ABANDONED 911 CALL","ACCIDENTAL",2
"Leverett",2022-01-01,"ABANDONED 911 CALL","CONFIRMED MIS-DIAL",1
"Leverett",2022-01-01,"ABANDONED 911 CALL","Dispatch Handled",1
"Leverett",2022-01-01,"ABANDONED 911 CALL","No Transport/ Patient Refusal",1
"Leverett",2022-01-01,"ABANDONED 911 CALL","Services Rendered",1
"Leverett",2022-01-01,"911 CALL","ACCIDENTAL",1
"Leverett",2022-01-01,"911 CALL","Checks Okay",2
"Leverett",2022-01-01,"911 CALL","CONFIRMED MIS-DIAL",7
"Leverett",2022-01-01,"911 CALL","Call Given to an Officer",3
"Leverett",2022-01-01,"911 CALL","Dispatch Handled",6
"Leverett",2022-01-01,"911 CALL","Investigated",1
"Leverett",2022-01-01,"911 CALL","No Action Required",2
"Leverett",2022-01-01,"911 CALL","Report Taken",1
"Leverett",2022-01-01,"911 CALL","Taken to Family/Guardian/Other ",1
"Leverett",2022-01-01,"911 CALL","TRANSFERRED TO STATE POLICE",2
"Leverett",2022-01-01,"911 CALL","Unfounded",1
"Leverett",2022-01-01,"911 HANG UP","COOLEY DICKINSON HOSPITAL",3
"Leverett",2022-01-01,"911 HANG UP","CONFIRMED MIS-DIAL",2
"Leverett",2022-01-01,"911 HANG UP","Dispatch Handled",1
"Leverett",2022-01-01,"911 HANG UP","No Action Required",1
"Leverett",2022-01-01,"911 HANG UP","Services Rendered",2
"Leverett",2022-01-01,"911 HANG UP","TRANSFERRED TO STATE POLICE",2
"Leverett",2022-01-01,"911 MIS DIAL","Checks Okay",1
"Leverett",2022-01-01,"911 MIS DIAL","CONFIRMED MIS-DIAL",5
"Leverett",2022-01-01,"911 MIS DIAL","No Action Required",1
"Leverett",2022-01-01,"911 MIS DIAL","NOBODY HOME",1
"Leverett",2022-01-01,"911 MIS DIAL","TRANSFERRED TO STATE POLICE",3
"Leverett",2022-01-01,"ABANDONED MV","Services Rendered",1
"Leverett",2022-01-01,"ADMINISTRATIVE","Unknown",1
"Leverett",2022-01-01,"ADMINISTRATIVE","Checks Okay",10
"Leverett",2022-01-01,"ADMINISTRATIVE","Good Intent",1
"Leverett",2022-01-01,"ADMINISTRATIVE","No Action Required",7
"Leverett",2022-01-01,"ADMINISTRATIVE","Report Taken",15
"Leverett",2022-01-01,"ADMINISTRATIVE","Services Rendered",200
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","ACCIDENTAL",2
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","Building Checked/Secured",10
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","Call Cancelled",3
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","Checks Okay",4
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","Call Given to an Officer",1
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","False Alarm",2
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","Investigated",3
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","Services Rendered",2
"Leverett",2022-01-01,"ALARM BURGLAR OR HOLDUP","TRANSFERRED TO STATE POLICE",5
"Leverett",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","Call Cancelled",2
"Leverett",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","COOLEY DICKINSON HOSPITAL",1
"Leverett",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","FRANKLIN MEDICAL CENTER",1
"Leverett",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","NOBODY HOME",1
"Leverett",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","No Transport/ Patient Refusal",1
"Leverett",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","Patient Refusal",1
"Leverett",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","Services Rendered",1
"Leverett",2022-01-01,"FIRE ALARM","Call Cancelled",1
"Leverett",2022-01-01,"FIRE ALARM","False Alarm",4
"Leverett",2022-01-01,"FIRE ALARM","Investigated",3
"Leverett",2022-01-01,"FIRE ALARM","Services Rendered",2
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Call Cancelled",1
"Leverett",2022-01-01,"ANIMAL COMPLAINT","CONFIRMED MIS-DIAL",1
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Call Given to an Officer",2
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Could Not Locate",2
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Referred to Animal Control",9
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Gone On Arrival",3
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Investigated",6
"Leverett",2022-01-01,"ANIMAL COMPLAINT","No Action Required",2
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Negative Contact",8
"Leverett",2022-01-01,"ANIMAL COMPLAINT","NOBODY HOME",1
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Notification",1
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Taken/Referred to Other Agency ",1
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Report Taken",7
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Services Rendered",26
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Transferred/Ref to Highway",4
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Taken to Family/Guardian/Other ",6
"Leverett",2022-01-01,"ANIMAL COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Leverett",2022-01-01,"ANIMAL COMPLAINT","Unfounded",1
"Leverett",2022-01-01,"ASSIST CITIZEN","Call Given to an Officer",1
"Leverett",2022-01-01,"ASSIST CITIZEN","Dispatch Handled",1
"Leverett",2022-01-01,"ASSIST CITIZEN","Good Intent",7
"Leverett",2022-01-01,"ASSIST CITIZEN","No Action Required",1
"Leverett",2022-01-01,"ASSIST CITIZEN","Negative Contact",4
"Leverett",2022-01-01,"ASSIST CITIZEN","Notification",1
"Leverett",2022-01-01,"ASSIST CITIZEN","Report Taken",5
"Leverett",2022-01-01,"ASSIST CITIZEN","SERVED IN HAND",1
"Leverett",2022-01-01,"ASSIST CITIZEN","Services Rendered",77
"Leverett",2022-01-01,"ASSIST CITIZEN","TRANSFERRED TO STATE POLICE",1
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","Call Cancelled",1
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","Call Given to an Officer",2
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","Investigated",1
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","No Action Required",1
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","Negative Contact",4
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","Notification",2
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","Report Taken",1
"Leverett",2022-01-01,"ASSIST OTHER AGENCY","Services Rendered",18
"Leverett",2022-01-01,"ASSAULT","Peace Restored",1
"Leverett",2022-01-01,"ARTICLES LOST","No Action Required",1
"Leverett",2022-01-01,"ARTICLES LOST","Report Taken",3
"Leverett",2022-01-01,"ARTICLES RECOVERED","Investigated",3
"Leverett",2022-01-01,"ARTICLES RECOVERED","Negative Contact",1
"Leverett",2022-01-01,"ARTICLES RECOVERED","Notification",1
"Leverett",2022-01-01,"ARTICLES RECOVERED","Services Rendered",2
"Leverett",2022-01-01,"BREAKING AND ENTERING","Report Taken",1
"Leverett",2022-01-01,"BREAKING & ENTERING PAST","Report Taken",1
"Leverett",2022-01-01,"BE ON THE LOOK OUT","Investigated",1
"Leverett",2022-01-01,"BUILDING/LOCATION CHECK","Building Checked/Secured",16
"Leverett",2022-01-01,"BUILDING/LOCATION CHECK","Checks Okay",659
"Leverett",2022-01-01,"BUILDING/LOCATION CHECK","Investigated",11
"Leverett",2022-01-01,"BUILDING/LOCATION CHECK","No Action Required",9
"Leverett",2022-01-01,"BUILDING/LOCATION CHECK","Negative Contact",1
"Leverett",2022-01-01,"BUILDING/LOCATION CHECK","Report Taken",1
"Leverett",2022-01-01,"BUILDING/LOCATION CHECK","Services Rendered",13
"Leverett",2022-01-01,"CHIMNEY FIRE","Extinguished",1
"Leverett",2022-01-01,"CHIMNEY FIRE","Investigated",1
"Leverett",2022-01-01,"CHECK WELFARE","COOLEY DICKINSON HOSPITAL",1
"Leverett",2022-01-01,"CHECK WELFARE","Checks Okay",2
"Leverett",2022-01-01,"CHECK WELFARE","Dispatch Handled",1
"Leverett",2022-01-01,"CHECK WELFARE","Gone On Arrival",1
"Leverett",2022-01-01,"CHECK WELFARE","Investigated",4
"Leverett",2022-01-01,"CHECK WELFARE","No Action Required",1
"Leverett",2022-01-01,"CHECK WELFARE","Negative Contact",3
"Leverett",2022-01-01,"CHECK WELFARE","NOBODY HOME",1
"Leverett",2022-01-01,"CHECK WELFARE","Peace Restored",1
"Leverett",2022-01-01,"CHECK WELFARE","Services Rendered",9
"Leverett",2022-01-01,"CHECK WELFARE","Unfounded",2
"Leverett",2022-01-01,"Civil Issue","Services Rendered",1
"Leverett",2022-01-01,"CRUISER MAINTENANCE","Checks Okay",1
"Leverett",2022-01-01,"CRUISER MAINTENANCE","No Action Required",5
"Leverett",2022-01-01,"CRUISER MAINTENANCE","Services Rendered",37
"Leverett",2022-01-01,"CARBON MONOXIDE HAZARD","False Alarm",1
"Leverett",2022-01-01,"CARBON MONOXIDE HAZARD","Investigated",2
"Leverett",2022-01-01,"COMMUNITY POLICING","Checks Okay",1
"Leverett",2022-01-01,"COMMUNITY POLICING","Good Intent",17
"Leverett",2022-01-01,"COMMUNITY POLICING","No Action Required",27
"Leverett",2022-01-01,"COMMUNITY POLICING","Negative Contact",1
"Leverett",2022-01-01,"COMMUNITY POLICING","Services Rendered",70
"Leverett",2022-01-01,"COMPLAINT","Investigated",2
"Leverett",2022-01-01,"COMPLAINT","Services Rendered",3
"Leverett",2022-01-01,"CSO FOLLOW UP","Services Rendered",1
"Leverett",2022-01-01,"CSO OUTREACH","Negative Contact",1
"Leverett",2022-01-01,"CSO OUTREACH","Services Rendered",1
"Leverett",2022-01-01,"COURT","Services Rendered",4
"Leverett",2022-01-01,"Car vs. Deer","Call Given to an Officer",1
"Leverett",2022-01-01,"Car vs. Deer","Could Not Locate",1
"Leverett",2022-01-01,"Car vs. Deer","Investigated",3
"Leverett",2022-01-01,"Car vs. Deer","Removed Hazard",1
"Leverett",2022-01-01,"Car vs. Deer","Taken/Referred to Other Agency ",1
"Leverett",2022-01-01,"Car vs. Deer","Report Taken",4
"Leverett",2022-01-01,"Car vs. Deer","TRANSFERRED TO STATE POLICE",1
"Leverett",2022-01-01,"DISTURBANCE","Investigated",2
"Leverett",2022-01-01,"DISTURBANCE","Peace Restored",1
"Leverett",2022-01-01,"DISABLED MV","Checks Okay",1
"Leverett",2022-01-01,"DISABLED MV","Dispatch Handled",2
"Leverett",2022-01-01,"DISABLED MV","Good Intent",1
"Leverett",2022-01-01,"DISABLED MV","Investigated",5
"Leverett",2022-01-01,"DISABLED MV","No Action Required",3
"Leverett",2022-01-01,"DISABLED MV","Taken/Referred to Other Agency ",1
"Leverett",2022-01-01,"DISABLED MV","Report Taken",3
"Leverett",2022-01-01,"DISABLED MV","Services Rendered",17
"Leverett",2022-01-01,"DISABLED MV","TRANSFERRED TO STATE POLICE",2
"Leverett",2022-01-01,"DISABLED MV","Unfounded",1
"Leverett",2022-01-01,"DISABLED MV","Vehicle Towed",3
"Leverett",2022-01-01,"DRUNK","Investigated",1
"Leverett",2022-01-01,"Drill/Testing","Services Rendered",5
"Leverett",2022-01-01,"DETAIL REQUEST","Call Given to an Officer",3
"Leverett",2022-01-01,"DETAIL REQUEST","No Action Required",2
"Leverett",2022-01-01,"DETAIL REQUEST","Services Rendered",1
"Leverett",2022-01-01,"ESCORT/TRANSPORT","Services Rendered",5
"Leverett",2022-01-01,"ESCORT/TRANSPORT","Taken to Family/Guardian/Other ",1
"Leverett",2022-01-01,"FIREARMS LICENSING","Call Given to an Officer",1
"Leverett",2022-01-01,"FIREARMS LICENSING","No Action Required",2
"Leverett",2022-01-01,"FIREARMS LICENSING","Notification",1
"Leverett",2022-01-01,"FIREARMS LICENSING","SERVED IN HAND",1
"Leverett",2022-01-01,"FIREARMS LICENSING","Services Rendered",60
"Leverett",2022-01-01,"STRUCTURE FIRE","Services Rendered",1
"Leverett",2022-01-01,"FIRE, OTHER NON-SPECIFIC","Extinguished",1
"Leverett",2022-01-01,"FIRE, OTHER NON-SPECIFIC","Investigated",2
"Leverett",2022-01-01,"FIRE, OTHER NON-SPECIFIC","Transferred/Ref to Utility",1
"Leverett",2022-01-01,"VEHICLE FIRE","Extinguished",1
"Leverett",2022-01-01,"FIRE WORKS","Investigated",1
"Leverett",2022-01-01,"FIRE WORKS","Unfounded",1
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Call Given to an Officer",2
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Dispatch Handled",1
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Investigated",10
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","No Action Required",1
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Negative Contact",3
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Notification",3
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Report Taken",10
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Services Rendered",10
"Leverett",2022-01-01,"FOLLOW UP INVESTIGATION","Unfounded",1
"Leverett",2022-01-01,"FRAUD/SCAM","Call Given to an Officer",1
"Leverett",2022-01-01,"FRAUD/SCAM","Report Taken",5
"Leverett",2022-01-01,"GAS LEAK","Investigated",1
"Leverett",2022-01-01,"GENERAL INFO","Call Given to an Officer",17
"Leverett",2022-01-01,"GENERAL INFO","Dispatch Handled",2
"Leverett",2022-01-01,"GENERAL INFO","Report Taken",2
"Leverett",2022-01-01,"GENERAL INFO","Services Rendered",1
"Leverett",2022-01-01,"HARASSMENT","Report Taken",5
"Leverett",2022-01-01,"HARASSMENT","Services Rendered",1
"Leverett",2022-01-01,"HIT AND RUN","Report Taken",1
"Leverett",2022-01-01,"ILLEGAL BURN","Extinguished",1
"Leverett",2022-01-01,"ILLEGAL BURN","Investigated",1
"Leverett",2022-01-01,"ILLEGAL DUMPING","Investigated",2
"Leverett",2022-01-01,"INVESTIGATION","No Action Required",1
"Leverett",2022-01-01,"INVESTIGATION","Negative Contact",1
"Leverett",2022-01-01,"INVESTIGATION","Report Taken",2
"Leverett",2022-01-01,"INVESTIGATION","Services Rendered",6
"Leverett",2022-01-01,"JUVENILE OFFENSES","TRANSFERRED TO STATE POLICE",1
"Leverett",2022-01-01,"KEEP THE PEACE","Services Rendered",1
"Leverett",2022-01-01,"LARCENY","Investigated",1
"Leverett",2022-01-01,"LARCENY","Report Taken",2
"Leverett",2022-01-01,"LINE DOWN, POWER,PHONE OR CABL","Investigated",2
"Leverett",2022-01-01,"LINE DOWN, POWER,PHONE OR CABL","Removed Hazard",2
"Leverett",2022-01-01,"LINE DOWN, POWER,PHONE OR CABL","Services Rendered",3
