id,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q1_f,Q2,Q3,Q4,Q5,QPID,ABCAGE,Contact,weights_pid
7230410,English,qualified,36,Master’s degree or above,Bachelors degree or higher,Male,Hispanic,3,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Not so good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",1.5893
7230411,English,qualified,39,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Oregon,Self-employed,Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Skipped,Skipped,Not concerned at all,No,Not so good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",1.2848
7230412,English,qualified,44,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,West,Rented for cash,Oregon,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,Something else,30-49,"No, I am not willing to be interviewed",1.2113
7230413,English,qualified,66,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Self-employed,Working full-time,Approve,Disapprove,Approve,Skipped,Approve,Disapprove,Very concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.4068
7230414,English,qualified,56,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.3862
7230415,English,qualified,53,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",1,"$25,000 to $49,999",Never married,Metro area,MidWest,Rented for cash,Indiana,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Pessimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.6434
7230416,English,qualified,60,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.9651
7230417,English,qualified,34,Bachelor’s degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",2,"$150,000 or more",Never married,Metro area,NorthEast,Rented for cash,New York,Currently laid off,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Very concerned,Yes,Not so good,Optimistic,Something else,30-49,"No, I am not willing to be interviewed",1.3139
7230418,English,qualified,42,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.2227
7230419,English,qualified,47,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Divorced,Metro area,NorthEast,Rented for cash,Massachusetts,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,Yes,Not so good,Pessimistic,Something else,30-49,"Yes, I am willing to be interviewed",.6805
7230420,English,qualified,66,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,Yes,Poor,Pessimistic,A Republican,65+,"Yes, I am willing to be interviewed",.6497
7230421,English,qualified,34,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.2532
7230422,English,qualified,64,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Self-employed,Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Pessimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.4005
7230423,English,qualified,44,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"Less than $10,000",Never married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Other,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Not concerned at all,Yes,Excellent,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.8142
7230424,English,qualified,58,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,Texas,Employed part-time (by someone else),Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.5905
7230425,English,qualified,46,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Divorced,Non-metro area,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,No,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.8953
7230426,English,qualified,33,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Never married,Metro area,MidWest,Rented for cash,Illinois,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Not concerned at all,Yes,Good,Pessimistic,A Republican,30-49,"Yes, I am willing to be interviewed",.7901
7230427,English,qualified,74,Master’s degree or above,Bachelors degree or higher,Male,Hispanic,2,"$150,000 or more",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Not so good,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",1.0711
7230428,English,qualified,35,Some college or Associate degree,Some college,Male,"2+ Races, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.2093
7230429,English,qualified,39,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro area,NorthEast,Rented for cash,New York,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,No,Good,Optimistic,An Independent,30-49,"Yes, I am willing to be interviewed",3.6085
7230430,English,qualified,75,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Retired,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,An Independent,65+,"Yes, I am willing to be interviewed",.5493
7230431,English,qualified,18,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$75,000 to $99,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed part-time (by someone else),Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,An Independent,18-29,"No, I am not willing to be interviewed",2.0064
7230432,English,qualified,31,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",5,"$50,000 to $74,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed part-time (by someone else),Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.9907
7230433,English,qualified,39,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.7625
7230434,English,qualified,57,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not concerned at all,Yes,Good,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.5318
7230435,English,qualified,43,Master’s degree or above,Bachelors degree or higher,Male,"Other, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro area,NorthEast,Rented for cash,Pennsylvania,Employed full-time (by someone else),Working full-time,Approve,Skipped,Approve,Skipped,Approve,Skipped,Somewhat concerned,Yes,Good,Optimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.5232
7230436,English,qualified,39,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"$25,000 to $49,999",Separated,Metro area,NorthEast,Rented for cash,New Jersey,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.7585
7230437,English,qualified,20,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"$25,000 to $49,999",Never married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Full Time Student,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Not so concerned,No,Not so good,Pessimistic,A Democrat,18-29,"No, I am not willing to be interviewed",2.5158
7230438,English,qualified,65,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,65+,"Yes, I am willing to be interviewed",.5174
7230439,English,qualified,59,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Not so concerned,Yes,Skipped,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.6986
7230440,English,qualified,30,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Homemaker,Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.7622
7230441,English,qualified,57,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Other,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,No,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.8158
7230442,English,qualified,82,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$25,000 to $49,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Retired,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",.8515
7230443,English,qualified,26,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,2,"$75,000 to $99,999",Never married,Metro area,NorthEast,Rented for cash,New York,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Somewhat concerned,No,Not so good,Pessimistic,An Independent,18-29,"No, I am not willing to be interviewed",3.7417
7230444,English,qualified,32,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",1.0555
7230445,English,qualified,60,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Widowed,Non-metro area,South,Owned or being bought by you or someone in your household,Arkansas,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Somewhat concerned,Yes,Good,Optimistic,Something else,50-64,"No, I am not willing to be interviewed",.9065
7230446,English,qualified,55,Some college or Associate degree,Some college,Female,Hispanic,3,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Homemaker,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,No,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",1.4205
7230447,English,qualified,65,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"$75,000 to $99,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Very concerned,Yes,Poor,Pessimistic,A Republican,65+,"Yes, I am willing to be interviewed",.6217
7230448,English,qualified,74,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Retired,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,65+,"No, I am not willing to be interviewed",.4165
7230449,Spanish,qualified,37,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,5,"$25,000 to $49,999",Never married,Metro area,MidWest,Rented for cash,Wisconsin,Homemaker,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Not so good,Optimistic,An Independent,30-49,"No, I am not willing to be interviewed",3.1176
7230450,English,qualified,46,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.5923
7230451,English,qualified,59,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.9776
7230452,English,qualified,41,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Louisiana,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.6319
7230453,English,qualified,47,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,South,Occupied without payment of cash rent,Georgia,Self-employed,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,Something else,30-49,"Yes, I am willing to be interviewed",.828
7230454,English,qualified,56,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Divorced,Metro area,MidWest,Rented for cash,Nebraska,Other,Not working,Approve,Disapprove,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.6434
7230455,English,qualified,46,Some college or Associate degree,Some college,Female,Hispanic,4,"$50,000 to $74,999",Now Married,Metro area,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.4336
7230456,English,qualified,73,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Widowed,Metro area,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,Approve,Approve,Approve,Disapprove,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,65+,"Yes, I am willing to be interviewed",.5101
7230457,English,qualified,58,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.8617
7230458,English,qualified,32,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Homemaker,Not working,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Very concerned,Yes,Good,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.5918
7230459,English,qualified,69,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,California,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.4364
7230460,English,qualified,29,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,2,"$25,000 to $49,999",Now Married,Metro area,South,Rented for cash,Georgia,Employed part-time (by someone else),Working part-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Not so good,Pessimistic,A Democrat,18-29,"Yes, I am willing to be interviewed",2.5859
7230461,English,qualified,57,Bachelor’s degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro area,South,Rented for cash,Virginia,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",1.3333
7230462,English,qualified,40,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$75,000 to $99,999",Now Married,Non-metro area,South,Rented for cash,Tennessee,Homemaker,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Not so good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.9297
7230463,English,qualified,61,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Divorced,Metro area,NorthEast,Rented for cash,New York,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.5522
7230464,English,qualified,66,Bachelor’s degree,Bachelors degree or higher,Male,"2+ Races, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Idaho,Retired,Not working,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Not so concerned,Yes,Poor,Pessimistic,An Independent,65+,"Yes, I am willing to be interviewed",.9361
7230465,English,qualified,73,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Not so good,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",.5744
7230466,English,qualified,20,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,5,"$100,000 to $149,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,Colorado,Other,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,No,Poor,Pessimistic,A Republican,18-29,"No, I am not willing to be interviewed",2.7143
7230467,English,qualified,47,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,A Republican,30-49,"Yes, I am willing to be interviewed",.512
7230468,English,qualified,26,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Never married,Metro area,South,Rented for cash,Kentucky,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Very concerned,Yes,Good,Optimistic,A Democrat,18-29,"No, I am not willing to be interviewed",1.2427
7230469,English,qualified,66,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",6 or more,"$150,000 or more",Widowed,Metro area,West,Owned or being bought by you or someone in your household,California,Employed part-time (by someone else),Working part-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,65+,"Yes, I am willing to be interviewed",.4683
7230470,English,qualified,83,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,A Democrat,65+,"Yes, I am willing to be interviewed",.324
7230471,English,qualified,60,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",2,"$25,000 to $49,999",Widowed,Metro area,South,Rented for cash,Georgia,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,50-64,"No, I am not willing to be interviewed",1.905
7230472,English,qualified,66,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"$10,000 to $24,999",Separated,Metro area,South,Rented for cash,Florida,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,An Independent,65+,"Yes, I am willing to be interviewed",.7849
7230473,English,qualified,62,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,No,Poor,Pessimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.7125
7230474,English,qualified,52,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Currently laid off,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,No,Not so good,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.7153
7230475,English,qualified,42,No high school diploma or GED,Less than high school,Male,Hispanic,5,"$25,000 to $49,999",Separated,Metro area,South,Rented for cash,Florida,Homemaker,Working part-time,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.8266
7230476,English,qualified,56,Some college or Associate degree,Some college,Female,Hispanic,4,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,California,Other,Not working,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",1.4336
7230477,English,qualified,27,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",4,"$50,000 to $74,999",Now Married,Metro area,MidWest,Rented for cash,Minnesota,Homemaker,Not working,Approve,Approve,Approve,Disapprove,Approve,Approve,Somewhat concerned,No,Good,Optimistic,A Democrat,18-29,"No, I am not willing to be interviewed",1.2994
7230478,English,qualified,67,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,2,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"Yes, I am willing to be interviewed",.7508
7230479,English,qualified,64,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Retired,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Good,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.5901
7230480,English,qualified,57,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.52
7230481,English,qualified,44,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.73
7230482,Spanish,qualified,55,No high school diploma or GED,Less than high school,Male,Hispanic,1,"$50,000 to $74,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Not concerned at all,No,Good,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",1.3005
7230483,English,qualified,53,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.3922
7230484,English,qualified,36,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro area,West,Rented for cash,Washington,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Not concerned at all,Yes,Good,Pessimistic,An Independent,30-49,"Yes, I am willing to be interviewed",1.2667
