index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
4256,British Gas Swimming Championships 2012,04:32.67,03-03-12,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,57,London,GBR,0:04:32:67
4257,Italy Invite,04:32.68,04-30-16,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,58,,ITA,0:04:32:68
4258,Energy Standard Cup 2016,04:32.68,04-30-16,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,59,Lignano Sabbiadoro,ITA,0:04:32:68
4259,15th FINA World Championships 2013,04:32.70,08-04-13,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,04-05-93,60,Barcelona,ESP,0:04:32:70
4260,15th FINA World Championships 2013,04:32.72,08-04-13,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,61,Barcelona,ESP,0:04:32:72
4261,13th FINA World Championships 2009,04:32.72,08-02-09,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,62,Rome,ITA,0:04:32:72
4262,McDonald’s Queensland Championships 2020,04:32.73,12-13-20,Women 400 Medley LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,63,Brisbane,AUS,0:04:32:73
4263,Olympic Games Rio 2016,04:32.75,08-06-16,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,64,Rio de Janeiro,BRA,0:04:32:75
4264,Olympic Games Tokyo 2020,04:32.76,07-25-21,Women 400 Medley LCM Female,USA,United States of America,"WEYANT, Emma",F,12-24-01,65,Tokyo,JPN,0:04:32:76
4265,16th FINA World Championships 2015,04:32.78,08-09-15,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,66,Kazan,RUS,0:04:32:78
4266,Indianapolis Grand Prix 2012,04:32.83,03-29-12,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,67,Indianapolis,USA,0:04:32:83
4267,Mare Nostrum - 37th Meeting International de Natation de Monte Carlo 2019,04:32.87,06-08-19,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,68,Monaco,MON,0:04:32:87
4268,17th FINA World Championships 2017,04:32.88,07-30-17,Women 400 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,05-21-97,69,Budapest,HUN,0:04:32:88
4269,12th FINA World Championships 2007,04:32.89,04-01-07,Women 400 Medley LCM Female,USA,United States of America,"HOFF, Katie",F,06-03-89,70,Melbourne,AUS,0:04:32:89
4270,Olympic Games London 2012,04:32.91,07-28-12,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,02-05-94,71,London,GBR,0:04:32:91
4271,Spanish Open Spring Swimming Championships ,04:32.92,04-10-14,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,72,Palma de Mallorca,ESP,0:04:32:92
4272,17th Asian Games 2014,04:32.97,09-23-14,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,73,Incheon,KOR,0:04:32:97
4273,US National Championships (50m),04:32.98,08-06-14,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,74,Irvine,USA,0:04:32:98
4274,20th Commonwealth Games 2014,04:33.01,07-24-14,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,75,Glasgow,GBR,0:04:33:01
4275,Japan National Championships (50m),04:33.02,04-08-19,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,76,Tokyo,JPN,0:04:33:02
4276,Malmsten Swim Open Stockholm,04:33.06,04-13-19,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,77,Stockholm,SWE,0:04:33:06
4277,European Championships 2010,04:33.09,08-09-10,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,78,Budapest,HUN,0:04:33:09
4278,European Championships 2014,04:33.13,08-18-14,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,79,Berlin,GER,0:04:33:13
4279,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2014,04:33.25,06-14-14,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,80,Barcelona,ESP,0:04:33:25
4280,7th National City Games 2011,04:33.34,10-17-11,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,02-05-94,81,Nanchang,CHN,0:04:33:34
4281,British Championships 2016,04:33.40,04-12-16,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,82,Glasgow,GBR,0:04:33:40
4282,Spanish Open National Championships ,04:33.42,03-20-16,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,83,Sabadell,ESP,0:04:33:42
4283,2012 EnergyAustralia Swimming,04:33.45,03-15-12,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,06-17-88,84,Adelaide,AUS,0:04:33:45
4284,Olympic Games London 2012,04:33.49,07-28-12,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,85,London,GBR,0:04:33:49
4285,Olympic Games Rio 2016,04:33.50,08-06-16,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,04-05-93,86,Rio de Janeiro,BRA,0:04:33:50
4286,Chinese National Championships (50m),04:33.50,09-04-13,Women 400 Medley LCM Female,CHN,People's Republic of China,"ZHOU, Min",F,12-16-97,87,Shenyang ,CHN,0:04:33:50
4287,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2015,04:33.51,06-07-15,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,88,Canet-en-Roussillon,FRA,0:04:33:51
4288,Santa Clara GP 2014,04:33.52,06-19-14,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,89,Santa Clara,USA,0:04:33:52
4289,Olympic Games Tokyo 2020,04:33.55,07-24-21,Women 400 Medley LCM Female,USA,United States of America,"WEYANT, Emma",F,12-24-01,90,Tokyo,JPN,0:04:33:55
4290,2016 Atlanta Classic Swim Meet,04:33.55,05-13-16,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,91,Atlanta,USA,0:04:33:55
4291,Olympic Games Sydney 2000,04:33.59,09-16-00,Women 400 Medley LCM Female,UKR,Ukraine,"KLOCHKOVA, Yana",F,08-07-82,92,Sydney,AUS,0:04:33:59
4292,Flanders Swimming Cup 2014,04:33.64,01-25-14,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,93,Antwerp,BEL,0:04:33:64
4293,British National Championships (50m),04:33.66,04-18-15,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,94,London,GBR,0:04:33:66
4294,7th National City Games 2011,04:33.66,10-17-11,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,95,Nanchang,CHN,0:04:33:66
4295,US Olympic Team Trials - Swimming,04:33.73,06-26-16,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,04-05-93,96,Omaha,USA,0:04:33:73
4296,Olympic Games Rio 2016,04:33.74,08-06-16,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,97,Rio de Janeiro,BRA,0:04:33:74
4297,European Championships 2012,04:33.76,05-21-12,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,98,Debrecen,HUN,0:04:33:76
4298,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,04:33.77,06-12-19,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,99,Canet-en-Roussillon,FRA,0:04:33:77
4299,13th Pan Pacific Championships 2018,04:33.77,08-09-18,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,100,Tokyo,JPN,0:04:33:77
4300,Olympic Games London 2012,04:33.77,07-28-12,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,101,London,GBR,0:04:33:77
4301,16th Asian Games 2010,04:33.79,11-14-10,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,102,Guangzhou,CHN,0:04:33:79
4302,Mare Nostrum - 32th Meeting International de Natation de Monte Carlo 2014,04:33.80,06-07-14,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,103,Monaco,MON,0:04:33:80
4303,US Olympic Team Trials - Wave II,04:33.81,06-13-21,Women 400 Medley LCM Female,USA,United States of America,"WEYANT, Emma",F,12-24-01,104,Omaha,USA,0:04:33:81
4304,Japan Open 2019,04:33.81,05-31-19,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,105,Tokyo,JPN,0:04:33:81
4305,Open de France 2017,04:33.81,07-02-17,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,106,Chartres,FRA,0:04:33:81
4306,Meeting International FFN - Golden Tour,04:33.83,03-22-19,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,107,Marseille,FRA,0:04:33:83
4307,US National Championships (50m),04:33.86,06-29-17,Women 400 Medley LCM Female,USA,United States of America,"SMITH, Leah",F,04-19-95,108,Indianapolis,USA,0:04:33:86
4308,FINA/airweave Swimming World Cup 2015,04:33.88,11-07-15,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,109,Dubai,UAE,0:04:33:88
4309,17th FINA World Championships 2017,04:33.90,07-30-17,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,110,Budapest,HUN,0:04:33:90
4310,Spanish Open Spring Swimming Championships,04:33.91,03-29-12,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,111,Malaga,ESP,0:04:33:91
4311,US Olympic Team Trials - Wave II,04:33.96,06-13-21,Women 400 Medley LCM Female,USA,United States of America,"FLICKINGER, Hali",F,07-07-94,112,Omaha,USA,0:04:33:96
4312,Arena Pro Swim Series at Santa Clara 2015,04:34.04,06-19-15,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,113,Santa Clara,USA,0:04:34:04
4313,11th Pan Pacific Championships 2010,04:34.04,08-19-10,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,114,Irvine,USA,0:04:34:04
4314,US Olympic Team Trials - Wave II,04:34.08,06-13-21,Women 400 Medley LCM Female,USA,United States of America,"MARGALIS, Melanie",F,12-30-91,115,Omaha,USA,0:04:34:08
4315,Olympic Games Rio 2016,04:34.08,08-06-16,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,116,Rio de Janeiro,BRA,0:04:34:08
4316,Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,04:34.12,06-10-17,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,117,Monaco,MON,0:04:34:12
4317,British National Championships (50m),04:34.12,04-18-17,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,118,Sheffield,GBR,0:04:34:12
4318,Mare Nostrum - 34th Meeting International de Natation de Monte Carlo 2016,04:34.14,06-04-16,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,119,Monaco,MON,0:04:34:14
4319,Romanian International Swimming Championships 2016,04:34.14,05-25-16,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,120,Bucharest,ROU,0:04:34:14
4320,Mare Nostrum - 33th Meeting International de Natation de Monte Carlo 2015,04:34.16,06-13-15,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,121,Monaco,MON,0:04:34:16
4321,15th FINA World Championships 2013,04:34.16,08-04-13,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,122,Barcelona,ESP,0:04:34:16
4322,European Championships 2018,04:34.17,08-03-18,Women 400 Medley LCM Female,FRA,France,"LESAFFRE, Fantine",F,11-10-94,123,Glasgow,GBR,0:04:34:17
4323,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2015,04:34.17,06-07-15,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,124,Canet-en-Roussillon,FRA,0:04:34:17
4324,Olympic Games London 2012,04:34.17,07-28-12,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,125,London,GBR,0:04:34:17
4325,Swim Cup 2013,04:34.21,04-04-13,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,126,Eindhoven,NED,0:04:34:21
4326,14th FINA World Championships 2011,04:34.22,07-31-11,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,127,Shanghai,CHN,0:04:34:22
4327,14th FINA World Championships 2011,04:34.23,07-31-11,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,06-17-88,128,Shanghai,CHN,0:04:34:23
4328,Olympic Games Beijing 2008,04:34.24,08-10-08,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,129,Beijing,CHN,0:04:34:24
4329,FINA Swimming World Cup 2019,04:34.27,08-03-19,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,130,Tokyo,JPN,0:04:34:27
4330,Chinese National Championships (50m),04:34.27,04-01-13,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,131,Zhengzhou,CHN,0:04:34:27
4331,Olympic Games London 2012,04:34.28,07-28-12,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,02-05-94,132,London,GBR,0:04:34:28
4332,18th Luxembourg Euro Meet 2016,04:34.33,01-29-16,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,133,Luxembourg,LUX,0:04:34:33
4333,US National Championships (50m),04:34.34,06-25-13,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,04-05-93,134,Indianapolis,USA,0:04:34:34
4334,Olympic Games Beijing 2008,04:34.34,08-10-08,Women 400 Medley LCM Female,ITA,Italy,"FILIPPI, Alessia",F,06-23-87,135,Beijing,CHN,0:04:34:34
4335,FINA Swimming World Cup 2019,04:34.37,10-05-19,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,136,Budapest,HUN,0:04:34:37
4336,Olympic Games Rio 2016,04:34.38,08-06-16,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,137,Rio de Janeiro,BRA,0:04:34:38
4337,29th Summer Universiade 2017,04:34.40,08-20-17,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,138,Taipei City,TPE,0:04:34:40
4338,FINA Swimming World Cup 2019,04:34.47,08-03-19,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,139,Tokyo,JPN,0:04:34:47
4339,US Olympic Team Trials,04:34.48,06-25-12,Women 400 Medley LCM Female,USA,United States of America,"LEVERENZ, Caitlin",F,02-26-91,140,Omaha,USA,0:04:34:48
4340,17th FINA World Championships 2017,04:34.50,07-30-17,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,141,Budapest,HUN,0:04:34:50
4341,15th FINA World Championships 2013,04:34.50,08-04-13,Women 400 Medley LCM Female,HUN,Hungary,"JAKABOS, Zsuzsanna",F,04-03-89,142,Barcelona,ESP,0:04:34:50
4342,US National Championships (50m),04:34.50,06-25-13,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,143,Indianapolis,USA,0:04:34:50
4343,US Olympic Team Trials - Wave II,04:34.55,06-13-21,Women 400 Medley LCM Female,USA,United States of America,"SMITH, Leah",F,04-19-95,144,Omaha,USA,0:04:34:55
4344,Olympic Games Beijing 2008,04:34.55,08-09-08,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,145,Beijing,CHN,0:04:34:55
4345,18th Asian Games 2018,04:34.58,08-21-18,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,146,Jakarta,INA,0:04:34:58
4346,13th FINA World Championships 2009,04:34.62,08-02-09,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,06-17-88,147,Rome,ITA,0:04:34:62
4347,Olympic Games Beijing 2008,04:34.63,08-09-08,Women 400 Medley LCM Female,USA,United States of America,"HOFF, Katie",F,06-03-89,148,Beijing,CHN,0:04:34:63
4348,15th FINA World Championships 2013,04:34.64,08-04-13,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,149,Barcelona,ESP,0:04:34:64
4349,55th International Trophy “Settecolli”,04:34.65,06-30-18,Women 400 Medley LCM Female,ITA,Italy,"CUSINATO, Ilaria",F,10-05-99,150,Rome,ITA,0:04:34:65
4350,55th International Trophy “Settecolli”,04:34.65,06-29-18,Women 400 Medley LCM Female,ITA,Italy,"CUSINATO, Ilaria",F,10-05-99,151,Rome,ITA,0:04:34:65
4351,Olympic Games Rio 2016,04:34.66,08-06-16,Women 400 Medley LCM Female,JPN,Japan,"SHIMIZU, Sakiko",F,04-20-92,152,Rio de Janeiro,BRA,0:04:34:66
4352,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2012,04:34.68,06-02-12,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,153,Barcelona,ESP,0:04:34:68
4353,European Championships 2014,04:34.69,08-18-14,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,154,Berlin,GER,0:04:34:69
4354,11th Pan Pacific Championships 2010,04:34.69,08-19-10,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,155,Irvine,USA,0:04:34:69
4355,Olympic Games Rio 2016,04:34.70,08-06-16,Women 400 Medley LCM Female,CAN,Canada,"OVERHOLT, Emily",F,10-04-97,156,Rio de Janeiro,BRA,0:04:34:70
4356,Olympic Games London 2012,04:34.70,07-28-12,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,157,London,GBR,0:04:34:70
4357,European Championships 2021,04:34.76,05-17-21,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,158,Budapest,HUN,0:04:34:76
4358,Open Dutch Championships,04:34.76,12-02-11,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,159,Eindhoven,NED,0:04:34:76
4359,US National Championships (50m),04:34.78,08-02-11,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,160,Palo Alto,USA,0:04:34:78
4360,Meeting International FFN - Golden Tour,04:34.79,03-22-19,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,161,Marseille,FRA,0:04:34:79
4361,16th FINA World Championships 2015,04:34.79,08-09-15,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,162,Kazan,RUS,0:04:34:79
4362,US National Championships (50m),04:34.80,07-27-18,Women 400 Medley LCM Female,USA,United States of America,"MCHUGH, Ally",F,05-14-97,163,Irvine,USA,0:04:34:80
4363,13th FINA World Championships 2009,04:34.80,08-02-09,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,164,Rome,ITA,0:04:34:80
4364,Flanders Swimming Cup 2016,04:34.82,01-23-16,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,165,Antwerp,BEL,0:04:34:82
4365,Olympic Games Athens 2004,04:34.83,08-14-04,Women 400 Medley LCM Female,UKR,Ukraine,"KLOCHKOVA, Yana",F,08-07-82,166,Athens,GRE,0:04:34:83
4366,Canadian Swimming Trials 2022,04:34.86,04-09-22,Women 400 Medley LCM Female,CAN,Canada,"MCINTOSH, Summer",F,08-18-06,167,Victoria,CAN,0:04:34:86
4367,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2014,04:34.87,06-14-14,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,168,Barcelona,ESP,0:04:34:87
4368,Chinese National Championships (50m),04:34.89,09-04-13,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,02-05-94,169,Shenyang ,CHN,0:04:34:89
4369,Olympic Games Tokyo 2020,04:34.90,07-25-21,Women 400 Medley LCM Female,USA,United States of America,"FLICKINGER, Hali",F,07-07-94,170,Tokyo,JPN,0:04:34:90
4370,21st Commonwealth Games 2018,04:34.90,04-05-18,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,171,Gold Coast,AUS,0:04:34:90
4371,9th French Swimming Open,04:34.90,07-05-15,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,172,Vichy,FRA,0:04:34:90
4372,13th FINA World Championships 2009,04:34.90,08-02-09,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,173,Rome,ITA,0:04:34:90
4373,Maria Lenk Trophy,04:34.91,04-21-14,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,174,Sao Paulo,BRA,0:04:34:91
4374,Spanish Open Swimming Championships,04:34.91,03-31-11,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,175,Madrid,ESP,0:04:34:91
4375,Chinese National Championships (50m),04:34.92,04-01-12,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,02-05-94,176,Shaoxing,CHN,0:04:34:92
4376,15th FINA World Championships 2013,04:34.93,08-04-13,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,177,Barcelona,ESP,0:04:34:93
4377,15th FINA World Championships 2013,04:34.93,08-04-13,Women 400 Medley LCM Female,HUN,Hungary,"JAKABOS, Zsuzsanna",F,04-03-89,178,Barcelona,ESP,0:04:34:93
4378,Kosuke Kitajima Cup 2020,04:34.94,01-25-20,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,179,Tokyo,JPN,0:04:34:94
4379,15th FINA World Championships 2013,04:34.94,08-04-13,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,180,Barcelona,ESP,0:04:34:94
4380,14th FINA World Championships 2011,04:34.94,07-31-11,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,181,Shanghai,CHN,0:04:34:94
4381,Amsterdam Swim Cup 2013,04:34.95,12-07-13,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,182,Amsterdam,NED,0:04:34:95
4382,14th FINA World Championships 2011,04:34.95,07-31-11,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,183,Shanghai,CHN,0:04:34:95
4383,Olympic Games Athens 2004,04:34.95,08-14-04,Women 400 Medley LCM Female,USA,United States of America,"SANDENO, Kaitlin",F,03-13-83,184,Athens,GRE,0:04:34:95
4384,Olympic Games Rio 2016,04:34.98,08-06-16,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,08-18-92,185,Rio de Janeiro,BRA,0:04:34:98
4385,Olympic Games London 2012,04:34.98,07-28-12,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,08-08-89,186,London,GBR,0:04:34:98
4386,Spanish National Championships (50m),04:35.01,04-09-17,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,187,Pontevedra,ESP,0:04:35:01
4387,Japan Open 2018,04:35.03,05-25-18,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,188,Tokyo,JPN,0:04:35:03
4388,Olympic Games Rio 2016,04:35.04,08-06-16,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,02-26-93,189,Rio de Janeiro,BRA,0:04:35:04
4389,2016 Konami Open,04:35.04,02-19-16,Women 400 Medley LCM Female,JPN,Japan,"SHIMIZU, Sakiko",F,04-20-92,190,Tokyo,JPN,0:04:35:04
4390,European Championships 2018,04:35.05,08-03-18,Women 400 Medley LCM Female,ITA,Italy,"CUSINATO, Ilaria",F,10-05-99,191,Glasgow,GBR,0:04:35:05
4391,US National Championships (50m),04:35.09,07-27-18,Women 400 Medley LCM Female,USA,United States of America,"FORDE, Brooke",F,03-04-99,192,Irvine,USA,0:04:35:09
4392,European Championships 2002,04:35.10,07-29-02,Women 400 Medley LCM Female,UKR,Ukraine,"KLOCHKOVA, Yana",F,08-07-82,193,Berlin,GER,0:04:35:10
4393,Olympic Games Beijing 2008,04:35.11,08-09-08,Women 400 Medley LCM Female,ITA,Italy,"FILIPPI, Alessia",F,06-23-87,194,Beijing,CHN,0:04:35:11
4394,Olympic Games Beijing 2008,04:35.11,08-09-08,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,06-17-88,195,Beijing,CHN,0:04:35:11
4395,Olympic Games Tokyo 2020,04:35.13,07-25-21,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11-10-90,196,Tokyo,JPN,0:04:35:13
4396,Japan National Championships (50m),04:35.14,04-03-21,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,197,Tokyo,JPN,0:04:35:14
4397,Canadian Swimming Trials 2019,04:35.15,04-04-19,Women 400 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,05-21-97,198,Toronto,CAN,0:04:35:15
4398,14th FINA World Championships 2011,04:35.15,07-31-11,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,199,Shanghai,CHN,0:04:35:15
4399,13th FINA World Championships 2009,04:35.15,08-02-09,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,200,Rome,ITA,0:04:35:15
4400,13th FINA World Championships 2009,07:32.12,07-29-09,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"ZHANG, Lin",M,01-06-87,1,Rome,ITA,0:07:32:12
4401,13th FINA World Championships 2009,07:35.27,07-29-09,Men 800 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,02-16-84,2,Rome,ITA,0:07:35:27
4402,14th FINA World Championships 2011,07:38.57,07-27-11,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,3,Shanghai,CHN,0:07:38:57
4403,11th FINA World Championships 2005,07:38.65,07-27-05,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,05-09-80,4,Montreal,CAN,0:07:38:65
4404,9th FINA World Championships 2001,07:39.16,07-24-01,Men 800 Freestyle LCM Male,AUS,Australia,"THORPE, Ian",M,10-13-82,5,Fukuoka,JPN,0:07:39:16
4405,18th FINA World Championships 2019,07:39.27,07-24-19,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,6,Gwangju,KOR,0:07:39:27
