"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Washington","Pend Oreille",2020,20,18,2,0,0,0,0,59,53,35,0,0,0,20,0
"Washington","Pierce",2020,366,294,61,4,3,4,0,231,62,40,0,11,249,106,0
"Washington","Skagit",2020,272,269,3,0,0,0,0,52,31,16,0,0,17,255,0
"Washington","Snohomish",2020,366,292,64,3,6,1,0,225,64,30,0,0,0,366,0
"Washington","Spokane",2020,366,323,36,0,2,1,4,479,52,33,0,0,119,215,32
"Washington","Stevens",2020,366,269,88,1,4,0,4,536,63,32,0,0,0,329,37
"Washington","Thurston",2020,366,340,19,0,4,3,0,217,44,25,0,0,126,240,0
"Washington","Walla Walla",2020,366,330,27,0,2,1,6,819,50,22,0,0,0,143,223
"Washington","Whatcom",2020,366,353,4,2,6,1,0,212,39,21,0,0,128,238,0
"Washington","Whitman",2020,366,352,6,1,6,1,0,212,35,15,0,0,0,366,0
"Washington","Yakima",2020,366,248,103,6,2,3,4,465,76,35,0,0,0,365,1
"West Virginia","Berkeley",2020,278,261,17,0,0,0,0,95,48,36,0,0,227,51,0
"West Virginia","Brooke",2020,366,342,24,0,0,0,0,75,40,17,0,0,0,121,245
"West Virginia","Cabell",2020,284,270,14,0,0,0,0,100,47,36,0,0,225,59,0
"West Virginia","Gilmer",2020,363,363,0,0,0,0,0,49,41,29,0,0,363,0,0
"West Virginia","Greenbrier",2020,234,232,2,0,0,0,0,54,44,34,0,0,234,0,0
"West Virginia","Hancock",2020,307,276,30,1,0,0,0,133,51,36,0,0,213,49,45
"West Virginia","Harrison",2020,118,110,8,0,0,0,0,78,43,26,0,0,0,118,0
"West Virginia","Kanawha",2020,366,342,24,0,0,0,0,84,48,37,0,0,246,120,0
"West Virginia","Marion",2020,74,69,5,0,0,0,0,67,47,26,0,0,0,74,0
"West Virginia","Marshall",2020,118,106,12,0,0,0,0,68,51,31,0,0,0,118,0
"West Virginia","Monongalia",2020,274,260,14,0,0,0,0,90,47,37,0,0,225,49,0
"West Virginia","Ohio",2020,274,244,29,1,0,0,0,101,51,38,0,0,223,51,0
"West Virginia","Tucker",2020,359,357,2,0,0,0,0,51,44,33,0,0,353,6,0
"West Virginia","Wood",2020,283,264,19,0,0,0,0,80,47,35,0,0,227,56,0
"Wisconsin","Ashland",2020,366,354,12,0,0,0,0,71,43,32,0,0,295,71,0
"Wisconsin","Brown",2020,366,312,53,1,0,0,0,119,55,35,0,0,168,198,0
"Wisconsin","Columbia",2020,203,187,12,4,0,0,0,115,48,38,0,0,203,0,0
"Wisconsin","Dane",2020,366,286,78,2,0,0,0,112,59,39,0,0,147,219,0
"Wisconsin","Dodge",2020,366,297,67,2,0,0,0,136,56,38,0,0,231,133,2
"Wisconsin","Door",2020,205,184,17,4,0,0,0,150,51,36,0,0,205,0,0
"Wisconsin","Eau Claire",2020,366,312,54,0,0,0,0,93,54,37,0,0,171,194,1
"Wisconsin","Fond du Lac",2020,205,194,9,2,0,0,0,115,46,36,0,0,205,0,0
"Wisconsin","Forest",2020,366,338,28,0,0,0,0,93,47,35,0,0,280,86,0
"Wisconsin","Grant",2020,361,305,56,0,0,0,0,82,55,30,0,0,0,361,0
"Wisconsin","Jefferson",2020,210,189,17,4,0,0,0,136,51,38,0,0,210,0,0
"Wisconsin","Kenosha",2020,361,279,71,10,1,0,0,197,67,40,0,0,214,147,0
"Wisconsin","Kewaunee",2020,207,195,12,0,0,0,0,97,47,34,0,0,207,0,0
"Wisconsin","La Crosse",2020,364,304,60,0,0,0,0,93,54,37,0,0,168,196,0
"Wisconsin","Manitowoc",2020,192,169,19,4,0,0,0,136,58,36,0,0,192,0,0
"Wisconsin","Marathon",2020,199,193,6,0,0,0,0,74,45,31,0,0,199,0,0
"Wisconsin","Milwaukee",2020,366,268,93,4,1,0,0,169,67,40,0,17,191,157,1
"Wisconsin","Outagamie",2020,366,307,57,2,0,0,0,126,56,36,0,0,174,192,0
"Wisconsin","Ozaukee",2020,365,303,57,4,1,0,0,164,59,35,0,0,192,173,0
"Wisconsin","Racine",2020,199,162,29,7,1,0,0,172,67,38,0,0,199,0,0
"Wisconsin","Rock",2020,210,192,15,3,0,0,0,105,49,38,0,0,210,0,0
"Wisconsin","Sauk",2020,366,314,51,1,0,0,0,112,54,36,0,0,164,201,1
"Wisconsin","Sheboygan",2020,207,170,31,4,2,0,0,159,74,39,0,0,207,0,0
"Wisconsin","Taylor",2020,366,336,30,0,0,0,0,78,49,35,0,0,272,94,0
"Wisconsin","Vilas",2020,366,351,15,0,0,0,0,84,46,30,0,0,188,178,0
"Wisconsin","Walworth",2020,198,180,14,4,0,0,0,136,50,39,0,0,198,0,0
"Wisconsin","Waukesha",2020,359,274,83,2,0,0,0,129,60,39,0,0,144,214,1
"Wyoming","Albany",2020,366,253,104,7,2,0,0,177,71,46,0,0,288,9,69
"Wyoming","Big Horn",2020,359,349,8,2,0,0,0,126,46,38,0,0,359,0,0
"Wyoming","Campbell",2020,366,247,116,3,0,0,0,124,68,44,0,1,198,1,166
"Wyoming","Carbon",2020,304,304,0,0,0,0,0,31,21,8,0,304,0,0,0
"Wyoming","Converse",2020,366,304,58,4,0,0,0,129,60,42,0,0,271,14,81
"Wyoming","Fremont",2020,366,296,64,5,1,0,0,158,58,45,0,0,332,30,4
"Wyoming","Johnson",2020,364,337,27,0,0,0,0,93,50,40,0,2,355,0,7
"Wyoming","Laramie",2020,366,322,39,3,2,0,0,157,54,39,0,4,297,38,27
"Wyoming","Lincoln",2020,366,357,9,0,0,0,0,71,34,15,0,0,0,0,366
"Wyoming","Natrona",2020,366,321,41,4,0,0,0,124,52,41,0,5,346,15,0
"Wyoming","Park",2020,122,115,5,2,0,0,0,113,30,11,0,0,0,106,16
"Wyoming","Platte",2020,224,202,20,1,0,1,0,283,50,19,0,0,0,0,224
"Wyoming","Sheridan",2020,366,344,22,0,0,0,0,100,47,39,0,0,342,22,2
"Wyoming","Sublette",2020,366,297,64,4,1,0,0,151,61,44,0,0,355,11,0
"Wyoming","Sweetwater",2020,366,238,116,7,4,0,1,1250,76,46,0,5,253,7,101
"Wyoming","Teton",2020,366,318,36,7,5,0,0,161,54,42,0,0,329,37,0
"Wyoming","Uinta",2020,366,323,41,2,0,0,0,122,51,40,0,2,225,0,139
"Wyoming","Weston",2020,353,323,29,1,0,0,0,119,49,40,0,0,353,0,0
