location_key,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd
US_KY_21147,72.966667,,,,,,,,,,,,
US_KY_21149,79.466667,,,,,,,,,,,,
US_KY_21151,76.141176,,,,,,,,,,,,
US_KY_21153,72.766667,,,,,,,,,,,,
US_KY_21155,76.266667,,,,,,,,,,,,
US_KY_21157,75.75,,,,,,,,,,,,
US_KY_21159,74.65,,,,,,,,,,,,
US_KY_21161,75.24,,,,,,,,,,,,
US_KY_21163,74.15,,,,,,,,,,,,
US_KY_21165,75.15,,,,,,,,,,,,
US_KY_21167,76.68,,,,,,,,,,,,
US_KY_21169,74.733333,,,,,,,,,,,,
US_KY_21171,72.2,,,,,,,,,,,,
US_KY_21173,76.15,,,,,,,,,,,,
US_KY_21175,73.98,,,,,,,,,,,,
US_KY_21177,74.222222,,,,,,,,,,,,
US_KY_21179,75.844444,,,,,,,,,,,,
US_KY_21181,73.25,,,,,,,,,,,,
US_KY_21183,75.033333,,,,,,,,,,,,
US_KY_21185,79.808333,,,,,,,,,,,,
US_KY_21187,75.366667,,,,,,,,,,,,
US_KY_21189,71.9,,,,,,,,,,,,
US_KY_21191,75.033333,,,,,,,,,,,,
US_KY_21193,71.9375,,,,,,,,,,,,
US_KY_21195,72.678947,,,,,,,,,,,,
US_KY_21197,70.75,,,,,,,,,,,,
US_KY_21199,74.784615,,,,,,,,,,,,
US_KY_21201,72.5,,,,,,,,,,,,
US_KY_21203,72.9,,,,,,,,,,,,
US_KY_21205,75.275,,,,,,,,,,,,
US_KY_21207,74.3,,,,,,,,,,,,
US_KY_21209,77.772727,,,,,,,,,,,,
US_KY_21211,78.311111,,,,,,,,,,,,
US_KY_21213,75.6,,,,,,,,,,,,
US_KY_21215,76.8,,,,,,,,,,,,
US_KY_21217,75.94,,,,,,,,,,,,
US_KY_21219,76.675,,,,,,,,,,,,
US_KY_21221,76.1,,,,,,,,,,,,
US_KY_21223,75.05,,,,,,,,,,,,
US_KY_21225,75.75,,,,,,,,,,,,
US_KY_21227,76.575,,,,,,,,,,,,
US_KY_21229,76.766667,,,,,,,,,,,,
US_KY_21231,76.26,,,,,,,,,,,,
US_KY_21233,74.8,,,,,,,,,,,,
US_KY_21235,71.671429,,,,,,,,,,,,
US_KY_21237,75.45,,,,,,,,,,,,
US_KY_21239,77.3125,,,,,,,,,,,,
US_LA,75.6,,,,,,,,,,,,
US_LA_22001,74.445455,,,,,,,,,,,,
US_LA_22003,76.2,,,,,,,,,,,,
US_LA_22005,78.4,,,,,,,,,,,,
US_LA_22007,76.75,,,,,,,,,,,,
US_LA_22009,74.6875,,,,,,,,,,,,
US_LA_22011,75.0,,,,,,,,,,,,
US_LA_22013,74.04,,,,,,,,,,,,
US_LA_22015,76.185714,,,,,,,,,,,,
US_LA_22017,74.316393,,,,,,,,,,,,
US_LA_22019,74.5,,,,,,,,,,,,
US_LA_22021,74.333333,,,,,,,,,,,,
US_LA_22023,78.25,,,,,,,,,,,,
US_LA_22025,72.866667,,,,,,,,,,,,
US_LA_22027,75.7,,,,,,,,,,,,
US_LA_22029,73.16,,,,,,,,,,,,
US_LA_22031,73.814286,,,,,,,,,,,,
US_LA_22033,74.965432,,,,,,,,,,,,
US_LA_22035,69.05,,,,,,,,,,,,
US_LA_22037,76.0,,,,,,,,,,,,
US_LA_22039,75.2,,,,,,,,,,,,
US_LA_22041,73.733333,,,,,,,,,,,,
US_LA_22043,74.34,,,,,,,,,,,,
US_LA_22045,75.114286,,,,,,,,,,,,
US_LA_22047,74.028571,,,,,,,,,,,,
US_LA_22049,75.28,,,,,,,,,,,,
US_LA_22051,76.313559,,,,,,,,,,,,
US_LA_22053,74.757143,,,,,,,,,,,,
US_LA_22055,77.77027,,,,,,,,,,,,
US_LA_22057,75.557143,,,,,,,,,,,,
US_LA_22059,77.8,,,,,,,,,,,,
US_LA_22061,77.3,,,,,,,,,,,,
US_LA_22063,76.04,,,,,,,,,,,,
US_LA_22065,71.4,,,,,,,,,,,,
US_LA_22067,71.6875,,,,,,,,,,,,
US_LA_22069,76.175,,,,,,,,,,,,
US_LA_22071,75.258503,,,,,,,,,,,,
US_LA_22073,74.530769,,,,,,,,,,,,
US_LA_22075,74.316667,,,,,,,,,,,,
US_LA_22077,76.933333,,,,,,,,,,,,
US_LA_22079,74.893333,,,,,,,,,,,,
US_LA_22081,74.3,,,,,,,,,,,,
US_LA_22083,74.483333,,,,,,,,,,,,
US_LA_22085,75.071429,,,,,,,,,,,,
US_LA_22087,74.592857,,,,,,,,,,,,
US_LA_22089,76.858333,,,,,,,,,,,,
US_LA_22091,74.75,,,,,,,,,,,,
US_LA_22093,76.514286,,,,,,,,,,,,
US_LA_22095,74.990909,,,,,,,,,,,,
US_LA_22097,74.673684,,,,,,,,,,,,
US_LA_22099,75.463636,,,,,,,,,,,,
US_LA_22101,74.00625,,,,,,,,,,,,
US_LA_22103,77.592105,,,,,,,,,,,,
US_LA_22105,74.695,,,,,,,,,,,,
US_LA_22107,80.25,,,,,,,,,,,,
US_LA_22109,74.655,,,,,,,,,,,,
US_LA_22111,73.683333,,,,,,,,,,,,
US_LA_22113,76.45,,,,,,,,,,,,
US_LA_22115,76.575,,,,,,,,,,,,
US_LA_22117,73.21,,,,,,,,,,,,
US_LA_22119,75.081818,,,,,,,,,,,,
US_LA_22121,76.62,,,,,,,,,,,,
US_LA_22123,75.466667,,,,,,,,,,,,
US_LA_22125,77.15,,,,,,,,,,,,
US_LA_22127,73.95,,,,,,,,,,,,
US_MA,80.1,,,,,,,,,,,,
US_MA_25001,80.427451,,,,,,,,,,,,
US_MA_25003,80.252632,,,,,,,,,,,,
US_MA_25005,78.488525,,,,,,,,,,,,
US_MA_25007,81.275,,,,,,,,,,,,
US_MA_25009,80.591824,,,,,,,,,,,,
US_MA_25011,80.877778,,,,,,,,,,,,
US_MA_25013,78.610891,,,,,,,,,,,,
US_MA_25015,81.62069,,,,,,,,,,,,
US_MA_25017,81.702303,,,,,,,,,,,,
US_MA_25019,81.85,,,,,,,,,,,,
US_MA_25021,81.463281,,,,,,,,,,,,
US_MA_25023,79.954839,,,,,,,,,,,,
US_MA_25025,79.629341,,,,,,,,,,,,
US_MA_25027,79.735542,,,,,,,,,,,,
US_MD,78.5,,,,,,,,,,,,
US_MD_24001,76.321739,,,,,,,,,,,,
US_MD_24003,78.865979,,,,,,,,,,,,
US_MD_24005,78.077228,,,,,,,,,,,,
US_MD_24009,80.738889,,,,,,,,,,,,
US_MD_24011,75.833333,,,,,,,,,,,,
US_MD_24013,78.486486,,,,,,,,,,,,
US_MD_24015,76.677778,,,,,,,,,,,,
US_MD_24017,79.668966,,,,,,,,,,,,
US_MD_24019,77.611111,,,,,,,,,,,,
US_MD_24021,80.039655,,,,,,,,,,,,
US_MD_24023,78.014286,,,,,,,,,,,,
US_MD_24025,78.811765,,,,,,,,,,,,
US_MD_24027,81.707407,,,,,,,,,,,,
US_MD_24029,78.86,,,,,,,,,,,,
US_MD_24031,83.013,,,,,,,,,,,,
US_MD_24033,79.609,,,,,,,,,,,,
US_MD_24035,79.172727,,,,,,,,,,,,
US_MD_24037,80.75,,,,,,,,,,,,
US_MD_24039,74.866667,,,,,,,,,,,,
US_MD_24041,80.17,,,,,,,,,,,,
US_MD_24043,76.155172,,,,,,,,,,,,
US_MD_24045,76.942105,,,,,,,,,,,,
US_MD_24047,77.907143,,,,,,,,,,,,
US_MD_24510,73.039444,,,,,,,,,,,,
US_ME,78.6,,,,,,,,,,,,
US_MI,77.7,,,,,,,,,,,,
US_MI_26001,76.475,,,,,,,,,,,,
US_MI_26003,81.2,,,,,,,,,,,,
US_MI_26005,79.578261,,,,,,,,,,,,
US_MI_26007,77.255556,,,,,,,,,,,,
US_MI_26009,80.071429,,,,,,,,,,,,
US_MI_26011,77.0,,,,,,,,,,,,
US_MI_26013,76.2,,,,,,,,,,,,
US_MI_26015,79.363636,,,,,,,,,,,,
US_MI_26017,77.023077,,,,,,,,,,,,
US_MI_26019,78.7,,,,,,,,,,,,
US_MI_26021,76.831915,,,,,,,,,,,,
US_MI_26023,77.191667,,,,,,,,,,,,
US_MI_26025,76.267568,,,,,,,,,,,,
US_MI_26027,77.872727,,,,,,,,,,,,
US_MI_26029,79.308333,,,,,,,,,,,,
US_MI_26031,79.1625,,,,,,,,,,,,
US_MI_26033,78.063636,,,,,,,,,,,,
US_MI_26035,75.19,,,,,,,,,,,,
US_MI_26037,79.9,,,,,,,,,,,,
US_MI_26039,78.2,,,,,,,,,,,,
US_MI_26041,79.872727,,,,,,,,,,,,
US_MI_26043,79.9,,,,,,,,,,,,
US_MI_26045,78.811111,,,,,,,,,,,,
US_MI_26047,80.071429,,,,,,,,,,,,
US_MI_26049,75.285714,,,,,,,,,,,,
US_MI_26051,76.4,,,,,,,,,,,,
US_MI_26053,77.414286,,,,,,,,,,,,
US_MI_26055,79.9625,,,,,,,,,,,,
US_MI_26057,78.111111,,,,,,,,,,,,
US_MI_26059,77.633333,,,,,,,,,,,,
US_MI_26061,78.76,,,,,,,,,,,,
US_MI_26063,77.86,,,,,,,,,,,,
US_MI_26065,77.945902,,,,,,,,,,,,
US_MI_26067,78.533333,,,,,,,,,,,,
US_MI_26069,76.05,,,,,,,,,,,,
US_MI_26071,81.36,,,,,,,,,,,,
US_MI_26073,78.430769,,,,,,,,,,,,
US_MI_26075,77.118919,,,,,,,,,,,,
US_MI_26077,78.926923,,,,,,,,,,,,
US_MI_26079,76.74,,,,,,,,,,,,
US_MI_26081,79.668293,,,,,,,,,,,,
US_MI_26083,82.7,,,,,,,,,,,,
US_MI_26085,78.35,,,,,,,,,,,,
US_MI_26087,77.990909,,,,,,,,,,,,
US_MI_26089,82.68,,,,,,,,,,,,
US_MI_26091,77.947826,,,,,,,,,,,,
US_MI_26093,79.338596,,,,,,,,,,,,
US_MI_26095,81.5,,,,,,,,,,,,
US_MI_26097,81.94,,,,,,,,,,,,
US_MI_26099,77.119608,,,,,,,,,,,,
US_MI_26101,77.775,,,,,,,,,,,,
US_MI_26103,78.95,,,,,,,,,,,,
US_MI_26105,77.9625,,,,,,,,,,,,
US_MI_26107,77.8,,,,,,,,,,,,
US_MI_26109,82.171429,,,,,,,,,,,,
US_MI_26111,79.842105,,,,,,,,,,,,
US_MI_26113,78.1,,,,,,,,,,,,
US_MI_26115,77.102632,,,,,,,,,,,,
US_MI_26117,78.684615,,,,,,,,,,,,
US_MI_26119,76.56,,,,,,,,,,,,
US_MI_26121,76.957143,,,,,,,,,,,,
US_MI_26123,78.054545,,,,,,,,,,,,
US_MI_26125,78.963272,,,,,,,,,,,,
US_MI_26127,79.233333,,,,,,,,,,,,
US_MI_26129,75.971429,,,,,,,,,,,,
US_MI_26131,80.633333,,,,,,,,,,,,
US_MI_26133,78.3,,,,,,,,,,,,
US_MI_26135,76.5,,,,,,,,,,,,
US_MI_26137,78.466667,,,,,,,,,,,,
US_MI_26139,80.970588,,,,,,,,,,,,
US_MI_26141,77.816667,,,,,,,,,,,,
US_MI_26143,76.3125,,,,,,,,,,,,
US_MI_26145,76.408929,,,,,,,,,,,,
US_MI_26147,76.176596,,,,,,,,,,,,
US_MI_26149,76.629412,,,,,,,,,,,,
US_MI_26151,78.733333,,,,,,,,,,,,
US_MI_26153,79.6,,,,,,,,,,,,
US_MI_26155,77.364706,,,,,,,,,,,,
US_MI_26157,78.215385,,,,,,,,,,,,
US_MI_26159,78.313333,,,,,,,,,,,,
US_MI_26161,79.58875,,,,,,,,,,,,
US_MI_26163,74.46295,,,,,,,,,,,,
US_MI_26165,77.0875,,,,,,,,,,,,
US_MN,80.5,,,,,,,,,,,,
US_MN_27001,79.483333,,,,,,,,,,,,
US_MN_27003,80.14026,,,,,,,,,,,,
US_MN_27005,80.35,,,,,,,,,,,,
US_MN_27007,78.71,,,,,,,,,,,,
US_MN_27009,79.711111,,,,,,,,,,,,
US_MN_27011,78.233333,,,,,,,,,,,,
US_MN_27013,80.373333,,,,,,,,,,,,
US_MN_27015,81.3125,,,,,,,,,,,,
US_MN_27017,77.814286,,,,,,,,,,,,
US_MN_27019,82.370588,,,,,,,,,,,,
US_MN_27021,79.76,,,,,,,,,,,,
US_MN_27023,80.075,,,,,,,,,,,,
US_MN_27025,80.28,,,,,,,,,,,,
US_MN_27027,79.892308,,,,,,,,,,,,
US_MN_27029,79.166667,,,,,,,,,,,,
US_MN_27031,81.4,,,,,,,,,,,,
US_MN_27033,80.0,,,,,,,,,,,,
US_MN_27035,80.225,,,,,,,,,,,,
US_MN_27037,80.683333,,,,,,,,,,,,
US_MN_27039,81.68,,,,,,,,,,,,
US_MN_27041,81.733333,,,,,,,,,,,,
US_MN_27043,81.2,,,,,,,,,,,,
US_MN_27045,82.533333,,,,,,,,,,,,
US_MN_27047,81.61,,,,,,,,,,,,
US_MN_27049,80.83,,,,,,,,,,,,
US_MN_27051,84.9,,,,,,,,,,,,
US_MN_27053,80.320438,,,,,,,,,,,,
US_MN_27055,82.88,,,,,,,,,,,,
US_MN_27057,82.171429,,,,,,,,,,,,
US_MN_27059,80.9125,,,,,,,,,,,,
US_MN_27061,79.890909,,,,,,,,,,,,
US_MN_27063,84.75,,,,,,,,,,,,
US_MN_27065,80.225,,,,,,,,,,,,
US_MN_27067,81.425,,,,,,,,,,,,
US_MN_27069,79.95,,,,,,,,,,,,
US_MN_27071,78.75,,,,,,,,,,,,
US_MN_27073,79.166667,,,,,,,,,,,,
US_MN_27075,79.7,,,,,,,,,,,,
US_MN_27077,83.35,,,,,,,,,,,,
US_MN_27079,81.35,,,,,,,,,,,,
US_MN_27081,81.3,,,,,,,,,,,,
US_MN_27083,80.028571,,,,,,,,,,,,
US_MN_27085,82.185714,,,,,,,,,,,,
US_MN_27087,77.2,,,,,,,,,,,,
US_MN_27089,85.35,,,,,,,,,,,,
US_MN_27091,81.3,,,,,,,,,,,,
US_MN_27093,80.666667,,,,,,,,,,,,
US_MN_27095,77.428571,,,,,,,,,,,,
US_MN_27097,81.975,,,,,,,,,,,,
US_MN_27099,80.727273,,,,,,,,,,,,
US_MN_27101,81.4,,,,,,,,,,,,
US_MN_27103,81.6,,,,,,,,,,,,
US_MN_27105,82.083333,,,,,,,,,,,,
US_MN_27107,78.166667,,,,,,,,,,,,
US_MN_27109,81.3,,,,,,,,,,,,
US_MN_27111,80.976471,,,,,,,,,,,,
US_MN_27113,80.02,,,,,,,,,,,,
US_MN_27115,79.6875,,,,,,,,,,,,
US_MN_27117,80.06,,,,,,,,,,,,
US_MN_27119,78.39,,,,,,,,,,,,
US_MN_27121,82.45,,,,,,,,,,,,
US_MN_27123,79.533846,,,,,,,,,,,,
US_MN_27125,80.8,,,,,,,,,,,,
US_MN_27127,80.683333,,,,,,,,,,,,
US_MN_27129,78.616667,,,,,,,,,,,,
US_MN_27131,81.323077,,,,,,,,,,,,
US_MN_27133,78.733333,,,,,,,,,,,,
US_MN_27135,82.32,,,,,,,,,,,,
US_MN_27137,78.246667,,,,,,,,,,,,
US_MN_27139,80.809524,,,,,,,,,,,,
US_MN_27141,80.736364,,,,,,,,,,,,
US_MN_27143,80.825,,,,,,,,,,,,
US_MN_27145,81.922222,,,,,,,,,,,,
US_MN_27147,82.6125,,,,,,,,,,,,
US_MN_27149,83.666667,,,,,,,,,,,,
US_MN_27151,83.675,,,,,,,,,,,,
US_MN_27153,81.5125,,,,,,,,,,,,
US_MN_27155,78.0,,,,,,,,,,,,
US_MN_27157,82.25,,,,,,,,,,,,
US_MN_27159,77.866667,,,,,,,,,,,,
US_MN_27161,81.1,,,,,,,,,,,,
US_MN_27163,81.847917,,,,,,,,,,,,
US_MN_27165,81.766667,,,,,,,,,,,,
US_MN_27167,80.4,,,,,,,,,,,,
US_MN_27169,80.911111,,,,,,,,,,,,
US_MN_27171,81.23125,,,,,,,,,,,,
US_MN_27173,80.825,,,,,,,,,,,,
US_MO,76.6,,,,,,,,,,,,
US_MO_29001,77.72,,,,,,,,,,,,
US_MO_29003,79.675,,,,,,,,,,,,
US_MO_29005,76.95,,,,,,,,,,,,
US_MO_29007,77.128571,,,,,,,,,,,,
US_MO_29009,76.771429,,,,,,,,,,,,
US_MO_29011,77.6,,,,,,,,,,,,
US_MO_29013,78.9,,,,,,,,,,,,
US_MO_29015,75.616667,,,,,,,,,,,,
US_MO_29017,73.9,,,,,,,,,,,,
US_MO_29019,79.482609,,,,,,,,,,,,
US_MO_29021,75.324,,,,,,,,,,,,
US_MO_29023,72.56,,,,,,,,,,,,
US_MO_29025,75.6,,,,,,,,,,,,
US_MO_29027,77.5875,,,,,,,,,,,,
US_MO_29029,79.509091,,,,,,,,,,,,
US_MO_29031,77.507143,,,,,,,,,,,,
US_MO_29033,77.366667,,,,,,,,,,,,
US_MO_29035,75.95,,,,,,,,,,,,
US_MO_29037,78.021053,,,,,,,,,,,,
US_MO_29039,74.9,,,,,,,,,,,,
US_MO_29041,78.733333,,,,,,,,,,,,
US_MO_29043,79.114286,,,,,,,,,,,,
US_MO_29045,76.866667,,,,,,,,,,,,
US_MO_29047,78.416667,,,,,,,,,,,,
US_MO_29049,76.75,,,,,,,,,,,,
US_MO_29051,77.6,,,,,,,,,,,,
US_MO_29053,76.82,,,,,,,,,,,,
US_MO_29055,75.16,,,,,,,,,,,,
US_MO_29057,77.25,,,,,,,,,,,,
US_MO_29059,77.133333,,,,,,,,,,,,
US_MO_29061,76.0,,,,,,,,,,,,
US_MO_29063,79.15,,,,,,,,,,,,
US_MO_29065,75.4,,,,,,,,,,,,
US_MO_29067,74.8,,,,,,,,,,,,
US_MO_29069,73.18,,,,,,,,,,,,
US_MO_29071,77.094118,,,,,,,,,,,,
US_MO_29073,76.775,,,,,,,,,,,,
US_MO_29075,78.35,,,,,,,,,,,,
US_MO_29077,77.056897,,,,,,,,,,,,
US_MO_29079,78.175,,,,,,,,,,,,
US_MO_29081,77.133333,,,,,,,,,,,,
US_MO_29083,74.95,,,,,,,,,,,,
US_MO_29085,82.2,,,,,,,,,,,,
US_MO_29087,76.8,,,,,,,,,,,,
US_MO_29089,78.5,,,,,,,,,,,,
US_MO_29091,75.6375,,,,,,,,,,,,
US_MO_29093,75.4,,,,,,,,,,,,
US_MO_29095,75.773295,,,,,,,,,,,,
US_MO_29097,75.7,,,,,,,,,,,,
US_MO_29099,76.468293,,,,,,,,,,,,
US_MO_29101,77.7,,,,,,,,,,,,
US_MO_29103,77.35,,,,,,,,,,,,
US_MO_29105,75.716667,,,,,,,,,,,,
US_MO_29107,77.057143,,,,,,,,,,,,
US_MO_29109,76.557143,,,,,,,,,,,,
US_MO_29111,77.075,,,,,,,,,,,,
US_MO_29113,76.628571,,,,,,,,,,,,
US_MO_29115,76.54,,,,,,,,,,,,
US_MO_29117,77.875,,,,,,,,,,,,
US_MO_29119,76.775,,,,,,,,,,,,
US_MO_29121,77.32,,,,,,,,,,,,
US_MO_29123,74.15,,,,,,,,,,,,
US_MO_29125,79.2,,,,,,,,,,,,
US_MO_29127,76.775,,,,,,,,,,,,
US_MO_29129,76.35,,,,,,,,,,,,
US_MO_29131,76.5,,,,,,,,,,,,
US_MO_29133,75.65,,,,,,,,,,,,
US_MO_29135,77.85,,,,,,,,,,,,
US_MO_29137,80.633333,,,,,,,,,,,,
US_MO_29139,76.475,,,,,,,,,,,,
US_MO_29141,75.36,,,,,,,,,,,,
US_MO_29143,76.96,,,,,,,,,,,,
US_MO_29145,76.333333,,,,,,,,,,,,
US_MO_29147,77.46,,,,,,,,,,,,
US_MO_29149,75.1,,,,,,,,,,,,
US_MO_29151,78.825,,,,,,,,,,,,
US_MO_29153,81.15,,,,,,,,,,,,
US_MO_29155,72.85,,,,,,,,,,,,
US_MO_29157,81.38,,,,,,,,,,,,
US_MO_29159,77.809091,,,,,,,,,,,,
US_MO_29161,77.03,,,,,,,,,,,,
US_MO_29163,76.4,,,,,,,,,,,,
US_MO_29165,79.623529,,,,,,,,,,,,
US_MO_29167,77.85,,,,,,,,,,,,
US_MO_29169,75.016667,,,,,,,,,,,,
US_MO_29171,83.3,,,,,,,,,,,,
US_MO_29173,78.2,,,,,,,,,,,,
US_MO_29175,75.566667,,,,,,,,,,,,
US_MO_29177,77.225,,,,,,,,,,,,
US_MO_29179,78.2,,,,,,,,,,,,
US_MO_29181,71.875,,,,,,,,,,,,
US_MO_29183,79.933766,,,,,,,,,,,,
US_MO_29185,77.9,,,,,,,,,,,,
US_MO_29186,77.375,,,,,,,,,,,,
US_MO_29187,74.1,,,,,,,,,,,,
US_MO_29189,78.624084,,,,,,,,,,,,
US_MO_29195,77.5625,,,,,,,,,,,,
US_MO_29197,78.1,,,,,,,,,,,,
US_MO_29199,73.55,,,,,,,,,,,,
US_MO_29201,77.2,,,,,,,,,,,,
US_MO_29203,76.85,,,,,,,,,,,,
US_MO_29205,75.966667,,,,,,,,,,,,
US_MO_29207,75.35,,,,,,,,,,,,
US_MO_29209,77.65,,,,,,,,,,,,
US_MO_29211,77.233333,,,,,,,,,,,,
US_MO_29213,77.03,,,,,,,,,,,,
US_MO_29215,76.475,,,,,,,,,,,,
US_MO_29217,75.933333,,,,,,,,,,,,
US_MO_29219,79.08,,,,,,,,,,,,
US_MO_29221,74.24,,,,,,,,,,,,
US_MO_29223,75.1,,,,,,,,,,,,
US_MO_29225,76.9,,,,,,,,,,,,
US_MO_29227,77.0,,,,,,,,,,,,
US_MO_29229,75.175,,,,,,,,,,,,
US_MO_29510,73.394845,,,,,,,,,,,,
US_MS,74.6,,,,,,,,,,,,
US_MS_28001,73.144444,,,,,,,,,,,,
US_MS_28003,73.833333,,,,,,,,,,,,
US_MS_28005,77.9,,,,,,,,,,,,
US_MS_28007,76.883333,,,,,,,,,,,,
US_MS_28009,73.0,,,,,,,,,,,,
US_MS_28011,74.7375,,,,,,,,,,,,
US_MS_28013,75.98,,,,,,,,,,,,
US_MS_28015,76.35,,,,,,,,,,,,
US_MS_28017,76.225,,,,,,,,,,,,
US_MS_28019,73.8,,,,,,,,,,,,
US_MS_28021,74.6,,,,,,,,,,,,
US_MS_28023,73.075,,,,,,,,,,,,
US_MS_28025,74.45,,,,,,,,,,,,
US_MS_28027,74.414286,,,,,,,,,,,,
US_MS_28029,74.0,,,,,,,,,,,,
US_MS_28031,74.9,,,,,,,,,,,,
US_MS_28033,76.730303,,,,,,,,,,,,
US_MS_28035,73.94375,,,,,,,,,,,,
US_MS_28037,74.7,,,,,,,,,,,,
US_MS_28039,74.8,,,,,,,,,,,,
US_MS_28041,73.05,,,,,,,,,,,,
US_MS_28043,73.28,,,,,,,,,,,,
US_MS_28045,76.271429,,,,,,,,,,,,
US_MS_28047,74.145,,,,,,,,,,,,
US_MS_28049,75.133333,,,,,,,,,,,,
US_MS_28051,73.62,,,,,,,,,,,,
US_MS_28053,77.066667,,,,,,,,,,,,
US_MS_28055,72.2,,,,,,,,,,,,
US_MS_28057,74.96,,,,,,,,,,,,
US_MS_28059,75.120833,,,,,,,,,,,,
US_MS_28061,74.575,,,,,,,,,,,,
US_MS_28063,76.15,,,,,,,,,,,,
US_MS_28065,74.466667,,,,,,,,,,,,
US_MS_28067,75.269231,,,,,,,,,,,,
US_MS_28069,75.85,,,,,,,,,,,,
US_MS_28071,77.877778,,,,,,,,,,,,
US_MS_28073,76.3125,,,,,,,,,,,,
US_MS_28075,74.433333,,,,,,,,,,,,
US_MS_28077,73.633333,,,,,,,,,,,,
US_MS_28079,73.94,,,,,,,,,,,,
US_MS_28081,77.372222,,,,,,,,,,,,
US_MS_28083,72.6875,,,,,,,,,,,,
US_MS_28085,73.266667,,,,,,,,,,,,
US_MS_28087,76.061538,,,,,,,,,,,,
US_MS_28089,78.79,,,,,,,,,,,,
US_MS_28091,71.65,,,,,,,,,,,,
US_MS_28093,74.02,,,,,,,,,,,,
US_MS_28095,75.811111,,,,,,,,,,,,
US_MS_28097,73.033333,,,,,,,,,,,,
US_MS_28099,72.685714,,,,,,,,,,,,
US_MS_28101,73.56,,,,,,,,,,,,
US_MS_28103,76.9,,,,,,,,,,,,
US_MS_28105,77.5625,,,,,,,,,,,,
US_MS_28107,73.266667,,,,,,,,,,,,
US_MS_28109,74.5,,,,,,,,,,,,
US_MS_28111,74.166667,,,,,,,,,,,,
US_MS_28113,73.05,,,,,,,,,,,,
US_MS_28115,77.78,,,,,,,,,,,,
US_MS_28117,76.46,,,,,,,,,,,,
US_MS_28119,72.1,,,,,,,,,,,,
US_MS_28121,77.716667,,,,,,,,,,,,
US_MS_28123,74.116667,,,,,,,,,,,,
US_MS_28125,73.45,,,,,,,,,,,,
US_MS_28127,73.9,,,,,,,,,,,,
US_MS_28129,79.2,,,,,,,,,,,,
US_MS_28131,74.1,,,,,,,,,,,,
US_MS_28133,73.6,,,,,,,,,,,,
US_MS_28135,70.85,,,,,,,,,,,,
US_MS_28137,75.5,,,,,,,,,,,,
US_MS_28139,73.55,,,,,,,,,,,,
US_MS_28141,73.433333,,,,,,,,,,,,
US_MS_28143,72.75,,,,,,,,,,,,
US_MS_28145,76.016667,,,,,,,,,,,,
US_MS_28147,73.1,,,,,,,,,,,,
US_MS_28149,74.216667,,,,,,,,,,,,
US_MS_28151,72.268421,,,,,,,,,,,,
US_MS_28153,74.625,,,,,,,,,,,,
US_MS_28155,75.1,,,,,,,,,,,,
US_MS_28157,74.4,,,,,,,,,,,,
US_MS_28159,75.5,,,,,,,,,,,,
US_MS_28161,73.266667,,,,,,,,,,,,
US_MS_28163,73.5,,,,,,,,,,,,
US_MT,78.7,,,,,,,,,,,,
US_MT_30001,79.8,,,,,,,,,,,,
US_MT_30003,77.52,,,,,,,,,,,,
US_MT_30005,77.7,,,,,,,,,,,,
US_MT_30007,72.3,,,,,,,,,,,,
US_MT_30009,79.5,,,,,,,,,,,,
US_MT_30011,78.7,,,,,,,,,,,,
US_MT_30013,76.861905,,,,,,,,,,,,
US_MT_30015,81.6,,,,,,,,,,,,
US_MT_30017,76.766667,,,,,,,,,,,,
US_MT_30019,81.4,,,,,,,,,,,,
US_MT_30021,80.366667,,,,,,,,,,,,
US_MT_30023,76.533333,,,,,,,,,,,,
US_MT_30025,79.1,,,,,,,,,,,,
US_MT_30027,79.55,,,,,,,,,,,,
US_MT_30029,79.894444,,,,,,,,,,,,
US_MT_30031,80.915789,,,,,,,,,,,,
US_MT_30033,79.9,,,,,,,,,,,,
US_MT_30035,75.066667,,,,,,,,,,,,
US_MT_30039,87.0,,,,,,,,,,,,
US_MT_30041,77.933333,,,,,,,,,,,,
US_MT_30043,79.8,,,,,,,,,,,,
US_MT_30045,82.7,,,,,,,,,,,,
US_MT_30047,79.9375,,,,,,,,,,,,
US_MT_30049,79.278571,,,,,,,,,,,,
US_MT_30051,77.9,,,,,,,,,,,,
US_MT_30053,78.82,,,,,,,,,,,,
US_MT_30055,81.8,,,,,,,,,,,,
US_MT_30057,84.133333,,,,,,,,,,,,
US_MT_30059,75.8,,,,,,,,,,,,
US_MT_30061,77.85,,,,,,,,,,,,
US_MT_30063,79.138889,,,,,,,,,,,,
US_MT_30065,77.85,,,,,,,,,,,,
US_MT_30067,78.5,,,,,,,,,,,,
US_MT_30071,78.6,,,,,,,,,,,,
US_MT_30073,78.7,,,,,,,,,,,,
US_MT_30075,77.9,,,,,,,,,,,,
US_MT_30077,77.95,,,,,,,,,,,,
US_MT_30079,77.9,,,,,,,,,,,,
US_MT_30081,80.17,,,,,,,,,,,,
US_MT_30083,78.15,,,,,,,,,,,,
US_MT_30085,75.8,,,,,,,,,,,,
US_MT_30087,79.525,,,,,,,,,,,,
